SEASON,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,IS_HOME,WL,PTS,PLUS_MINUS
2015-16,ATL,0021500001,2015-10-27,ATL vs. DET,True,L,94,-12
2015-16,CLE,0021500002,2015-10-27,CLE @ CHI,False,L,95,-2
2015-16,NOP,0021500003,2015-10-27,NOP @ GSW,False,L,95,-16
2015-16,CHI,0021500002,2015-10-27,CHI vs. CLE,True,W,97,2
2015-16,GSW,0021500003,2015-10-27,GSW vs. NOP,True,W,111,16
2015-16,DET,0021500001,2015-10-27,DET @ ATL,False,W,106,12
2015-16,LAC,0021500016,2015-10-28,LAC @ SAC,False,W,111,7
2015-16,LAL,0021500017,2015-10-28,LAL vs. MIN,True,L,111,-1
2015-16,MIA,0021500008,2015-10-28,MIA vs. CHA,True,W,104,10
2015-16,MIL,0021500012,2015-10-28,MIL vs. NYK,True,L,97,-25
2015-16,MIN,0021500017,2015-10-28,MIN @ LAL,False,W,112,1
2015-16,BKN,0021500006,2015-10-28,BKN vs. CHI,True,L,100,-15
2015-16,NYK,0021500012,2015-10-28,NYK @ MIL,False,W,122,25
2015-16,ORL,0021500004,2015-10-28,ORL vs. WAS,True,L,87,-1
2015-16,IND,0021500009,2015-10-28,IND @ TOR,False,L,99,-7
2015-16,PHI,0021500005,2015-10-28,PHI @ BOS,False,L,95,-17
2015-16,BOS,0021500005,2015-10-28,BOS vs. PHI,True,W,112,17
2015-16,CLE,0021500011,2015-10-28,CLE @ MEM,False,W,106,30
2015-16,NOP,0021500015,2015-10-28,NOP @ POR,False,L,94,-18
2015-16,CHI,0021500006,2015-10-28,CHI @ BKN,False,W,115,15
2015-16,DAL,0021500014,2015-10-28,DAL @ PHX,False,W,111,16
2015-16,DEN,0021500010,2015-10-28,DEN @ HOU,False,W,105,20
2015-16,HOU,0021500010,2015-10-28,HOU vs. DEN,True,L,85,-20
2015-16,PHX,0021500014,2015-10-28,PHX vs. DAL,True,L,95,-16
2015-16,POR,0021500015,2015-10-28,POR vs. NOP,True,W,112,18
2015-16,SAC,0021500016,2015-10-28,SAC vs. LAC,True,L,104,-7
2015-16,SAS,0021500013,2015-10-28,SAS @ OKC,False,L,106,-6
2015-16,OKC,0021500013,2015-10-28,OKC vs. SAS,True,W,112,6
2015-16,TOR,0021500009,2015-10-28,TOR vs. IND,True,W,106,7
2015-16,UTA,0021500007,2015-10-28,UTA @ DET,False,L,87,-5
2015-16,MEM,0021500011,2015-10-28,MEM vs. CLE,True,L,76,-30
2015-16,WAS,0021500004,2015-10-28,WAS @ ORL,False,W,88,1
2015-16,DET,0021500007,2015-10-28,DET vs. UTA,True,W,92,5
2015-16,CHA,0021500008,2015-10-28,CHA @ MIA,False,L,94,-10
2015-16,LAC,0021500020,2015-10-29,LAC vs. DAL,True,W,104,16
2015-16,NYK,0021500019,2015-10-29,NYK vs. ATL,True,L,101,-11
2015-16,IND,0021500018,2015-10-29,IND vs. MEM,True,L,103,-9
2015-16,ATL,0021500019,2015-10-29,ATL @ NYK,False,W,112,11
2015-16,DAL,0021500020,2015-10-29,DAL @ LAC,False,L,88,-16
2015-16,MEM,0021500018,2015-10-29,MEM @ IND,False,W,112,9
2015-16,LAL,0021500031,2015-10-30,LAL @ SAC,False,L,114,-18
2015-16,MIA,0021500021,2015-10-30,MIA @ CLE,False,L,92,-10
2015-16,MIL,0021500027,2015-10-30,MIL vs. WAS,True,L,113,-5
2015-16,MIN,0021500029,2015-10-30,MIN @ DEN,False,W,95,17
2015-16,BKN,0021500028,2015-10-30,BKN @ SAS,False,L,75,-27
2015-16,ORL,0021500022,2015-10-30,ORL vs. OKC,True,L,136,-3
2015-16,PHI,0021500023,2015-10-30,PHI vs. UTA,True,L,71,-28
2015-16,ATL,0021500026,2015-10-30,ATL vs. CHA,True,W,97,3
2015-16,BOS,0021500024,2015-10-30,BOS vs. TOR,True,L,103,-10
2015-16,CLE,0021500021,2015-10-30,CLE vs. MIA,True,W,102,10
2015-16,CHI,0021500025,2015-10-30,CHI @ DET,False,L,94,-4
2015-16,DEN,0021500029,2015-10-30,DEN vs. MIN,True,L,78,-17
2015-16,GSW,0021500030,2015-10-30,GSW @ HOU,False,W,112,20
2015-16,HOU,0021500030,2015-10-30,HOU vs. GSW,True,L,92,-20
2015-16,PHX,0021500032,2015-10-30,PHX vs. POR,True,W,110,18
2015-16,POR,0021500032,2015-10-30,POR @ PHX,False,L,92,-18
2015-16,SAC,0021500031,2015-10-30,SAC vs. LAL,True,W,132,18
2015-16,SAS,0021500028,2015-10-30,SAS vs. BKN,True,W,102,27
2015-16,OKC,0021500022,2015-10-30,OKC @ ORL,False,W,139,3
2015-16,TOR,0021500024,2015-10-30,TOR @ BOS,False,W,113,10
2015-16,UTA,0021500023,2015-10-30,UTA @ PHI,False,W,99,28
2015-16,WAS,0021500027,2015-10-30,WAS @ MIL,False,W,118,5
2015-16,DET,0021500025,2015-10-30,DET vs. CHI,True,W,98,4
2015-16,CHA,0021500026,2015-10-30,CHA @ ATL,False,L,94,-3
2015-16,LAC,0021500038,2015-10-31,LAC vs. SAC,True,W,114,5
2015-16,BKN,0021500036,2015-10-31,BKN @ MEM,False,L,91,-10
2015-16,NYK,0021500034,2015-10-31,NYK @ WAS,False,W,117,7
2015-16,IND,0021500033,2015-10-31,IND vs. UTA,True,L,76,-21
2015-16,NOP,0021500035,2015-10-31,NOP vs. GSW,True,L,120,-14
2015-16,GSW,0021500035,2015-10-31,GSW @ NOP,False,W,134,14
2015-16,PHX,0021500037,2015-10-31,PHX @ POR,False,W,101,11
2015-16,POR,0021500037,2015-10-31,POR vs. PHX,True,L,90,-11
2015-16,SAC,0021500038,2015-10-31,SAC @ LAC,False,L,109,-5
2015-16,UTA,0021500033,2015-10-31,UTA @ IND,False,W,97,21
2015-16,MEM,0021500036,2015-10-31,MEM vs. BKN,True,W,101,10
2015-16,WAS,0021500034,2015-10-31,WAS vs. NYK,True,L,110,-7
2015-16,LAL,0021500045,2015-11-01,LAL vs. DAL,True,L,93,-10
2015-16,MIA,0021500041,2015-11-01,MIA vs. HOU,True,W,109,20
2015-16,MIL,0021500042,2015-11-01,MIL @ TOR,False,L,87,-19
2015-16,ORL,0021500043,2015-11-01,ORL @ CHI,False,L,87,-5
2015-16,ATL,0021500039,2015-11-01,ATL @ CHA,False,W,94,2
2015-16,BOS,0021500040,2015-11-01,BOS vs. SAS,True,L,87,-8
2015-16,CHI,0021500043,2015-11-01,CHI vs. ORL,True,W,92,5
2015-16,DAL,0021500045,2015-11-01,DAL @ LAL,False,W,103,10
2015-16,DEN,0021500044,2015-11-01,DEN @ OKC,False,L,93,-24
2015-16,HOU,0021500041,2015-11-01,HOU @ MIA,False,L,89,-20
2015-16,SAS,0021500040,2015-11-01,SAS @ BOS,False,W,95,8
2015-16,OKC,0021500044,2015-11-01,OKC vs. DEN,True,W,117,24
2015-16,TOR,0021500042,2015-11-01,TOR vs. MIL,True,W,106,19
2015-16,CHA,0021500039,2015-11-01,CHA vs. ATL,True,L,92,-2
2015-16,LAC,0021500052,2015-11-02,LAC vs. PHX,True,W,102,6
2015-16,MIL,0021500047,2015-11-02,MIL @ BKN,False,W,103,7
2015-16,MIN,0021500050,2015-11-02,MIN vs. POR,True,L,101,-5
2015-16,BKN,0021500047,2015-11-02,BKN vs. MIL,True,L,96,-7
2015-16,NYK,0021500048,2015-11-02,NYK vs. SAS,True,L,84,-10
2015-16,PHI,0021500046,2015-11-02,PHI vs. CLE,True,L,100,-7
2015-16,CLE,0021500046,2015-11-02,CLE @ PHI,False,W,107,7
2015-16,GSW,0021500051,2015-11-02,GSW vs. MEM,True,W,119,50
2015-16,HOU,0021500049,2015-11-02,HOU vs. OKC,True,W,110,5
2015-16,PHX,0021500052,2015-11-02,PHX @ LAC,False,L,96,-6
2015-16,POR,0021500050,2015-11-02,POR @ MIN,False,W,106,5
2015-16,SAS,0021500048,2015-11-02,SAS @ NYK,False,W,94,10
2015-16,OKC,0021500049,2015-11-02,OKC @ HOU,False,L,105,-5
2015-16,MEM,0021500051,2015-11-02,MEM @ GSW,False,L,69,-50
2015-16,LAL,0021500059,2015-11-03,LAL vs. DEN,True,L,109,-11
2015-16,MIA,0021500055,2015-11-03,MIA vs. ATL,True,L,92,-6
2015-16,ORL,0021500056,2015-11-03,ORL @ NOP,False,W,103,9
2015-16,IND,0021500054,2015-11-03,IND @ DET,False,W,94,12
2015-16,ATL,0021500055,2015-11-03,ATL @ MIA,False,W,98,6
2015-16,NOP,0021500056,2015-11-03,NOP vs. ORL,True,L,94,-9
2015-16,CHI,0021500053,2015-11-03,CHI @ CHA,False,L,105,-25
2015-16,DAL,0021500057,2015-11-03,DAL vs. TOR,True,L,91,-11
2015-16,DEN,0021500059,2015-11-03,DEN @ LAL,False,W,120,11
2015-16,SAC,0021500058,2015-11-03,SAC vs. MEM,True,L,89,-14
2015-16,TOR,0021500057,2015-11-03,TOR @ DAL,False,W,102,11
2015-16,MEM,0021500058,2015-11-03,MEM @ SAC,False,W,103,14
2015-16,DET,0021500054,2015-11-03,DET vs. IND,True,L,82,-12
2015-16,CHA,0021500053,2015-11-03,CHA vs. CHI,True,W,130,25
2015-16,LAC,0021500069,2015-11-04,LAC @ GSW,False,L,108,-4
2015-16,MIL,0021500065,2015-11-04,MIL vs. PHI,True,W,91,4
2015-16,BKN,0021500062,2015-11-04,BKN @ ATL,False,L,87,-14
2015-16,NYK,0021500063,2015-11-04,NYK @ CLE,False,L,86,-10
2015-16,ORL,0021500064,2015-11-04,ORL @ HOU,False,L,114,-5
2015-16,IND,0021500060,2015-11-04,IND vs. BOS,True,W,100,2
2015-16,PHI,0021500065,2015-11-04,PHI @ MIL,False,L,87,-4
2015-16,ATL,0021500062,2015-11-04,ATL vs. BKN,True,W,101,14
2015-16,BOS,0021500060,2015-11-04,BOS @ IND,False,L,98,-2
2015-16,CLE,0021500063,2015-11-04,CLE vs. NYK,True,W,96,10
2015-16,GSW,0021500069,2015-11-04,GSW vs. LAC,True,W,112,4
2015-16,HOU,0021500064,2015-11-04,HOU vs. ORL,True,W,119,5
2015-16,PHX,0021500067,2015-11-04,PHX vs. SAC,True,W,118,21
2015-16,POR,0021500068,2015-11-04,POR @ UTA,False,W,108,16
2015-16,SAC,0021500067,2015-11-04,SAC @ PHX,False,L,97,-21
2015-16,SAS,0021500061,2015-11-04,SAS @ WAS,False,L,99,-3
2015-16,OKC,0021500066,2015-11-04,OKC vs. TOR,True,L,98,-5
2015-16,TOR,0021500066,2015-11-04,TOR @ OKC,False,W,103,5
2015-16,UTA,0021500068,2015-11-04,UTA vs. POR,True,L,92,-16
2015-16,WAS,0021500061,2015-11-04,WAS vs. SAS,True,W,102,3
2015-16,MIA,0021500071,2015-11-05,MIA @ MIN,False,W,96,12
2015-16,MIN,0021500071,2015-11-05,MIN vs. MIA,True,L,84,-12
2015-16,CHI,0021500070,2015-11-05,CHI vs. OKC,True,W,104,6
2015-16,DAL,0021500072,2015-11-05,DAL vs. CHA,True,L,94,-14
2015-16,DEN,0021500073,2015-11-05,DEN vs. UTA,True,L,84,-12
2015-16,POR,0021500074,2015-11-05,POR vs. MEM,True,W,115,19
2015-16,OKC,0021500070,2015-11-05,OKC @ CHI,False,L,98,-6
2015-16,UTA,0021500073,2015-11-05,UTA @ DEN,False,W,96,12
2015-16,MEM,0021500074,2015-11-05,MEM @ POR,False,L,96,-19
2015-16,CHA,0021500072,2015-11-05,CHA @ DAL,False,W,108,14
2015-16,LAL,0021500077,2015-11-06,LAL @ BKN,False,W,104,6
2015-16,MIA,0021500080,2015-11-06,MIA @ IND,False,L,87,-3
2015-16,MIL,0021500079,2015-11-06,MIL @ NYK,False,W,99,7
2015-16,BKN,0021500077,2015-11-06,BKN vs. LAL,True,L,98,-6
2015-16,NYK,0021500079,2015-11-06,NYK vs. MIL,True,L,92,-7
2015-16,ORL,0021500075,2015-11-06,ORL vs. TOR,True,W,92,5
2015-16,IND,0021500080,2015-11-06,IND vs. MIA,True,W,90,3
2015-16,PHI,0021500078,2015-11-06,PHI @ CLE,False,L,102,-6
2015-16,ATL,0021500081,2015-11-06,ATL @ NOP,False,W,121,6
2015-16,BOS,0021500076,2015-11-06,BOS vs. WAS,True,W,118,20
2015-16,CLE,0021500078,2015-11-06,CLE vs. PHI,True,W,108,6
2015-16,NOP,0021500081,2015-11-06,NOP vs. ATL,True,L,115,-6
2015-16,DEN,0021500083,2015-11-06,DEN @ GSW,False,L,104,-15
2015-16,GSW,0021500083,2015-11-06,GSW vs. DEN,True,W,119,15
2015-16,HOU,0021500084,2015-11-06,HOU @ SAC,False,W,116,6
2015-16,PHX,0021500082,2015-11-06,PHX vs. DET,True,L,92,-8
2015-16,SAC,0021500084,2015-11-06,SAC vs. HOU,True,L,110,-6
2015-16,TOR,0021500075,2015-11-06,TOR @ ORL,False,L,87,-5
2015-16,WAS,0021500076,2015-11-06,WAS @ BOS,False,L,98,-20
2015-16,DET,0021500082,2015-11-06,DET @ PHX,False,W,100,8
2015-16,LAC,0021500093,2015-11-07,LAC vs. HOU,True,L,105,-4
2015-16,MIL,0021500089,2015-11-07,MIL vs. BKN,True,W,94,8
2015-16,MIN,0021500085,2015-11-07,MIN @ CHI,False,W,102,9
2015-16,BKN,0021500089,2015-11-07,BKN @ MIL,False,L,86,-8
2015-16,ORL,0021500087,2015-11-07,ORL @ PHI,False,W,105,8
2015-16,PHI,0021500087,2015-11-07,PHI vs. ORL,True,L,97,-8
2015-16,ATL,0021500086,2015-11-07,ATL vs. WAS,True,W,114,15
2015-16,NOP,0021500088,2015-11-07,NOP @ DAL,False,L,98,-9
2015-16,CHI,0021500085,2015-11-07,CHI vs. MIN,True,L,93,-9
2015-16,DAL,0021500088,2015-11-07,DAL vs. NOP,True,W,107,9
2015-16,GSW,0021500092,2015-11-07,GSW @ SAC,False,W,103,9
2015-16,HOU,0021500093,2015-11-07,HOU @ LAC,False,W,109,4
2015-16,SAC,0021500092,2015-11-07,SAC vs. GSW,True,L,94,-9
2015-16,SAS,0021500090,2015-11-07,SAS vs. CHA,True,W,114,20
2015-16,UTA,0021500091,2015-11-07,UTA vs. MEM,True,W,89,10
2015-16,MEM,0021500091,2015-11-07,MEM @ UTA,False,L,79,-10
2015-16,WAS,0021500086,2015-11-07,WAS @ ATL,False,L,99,-15
2015-16,CHA,0021500090,2015-11-07,CHA @ SAS,False,L,94,-20
2015-16,LAL,0021500095,2015-11-08,LAL @ NYK,False,L,95,-4
2015-16,MIA,0021500096,2015-11-08,MIA vs. TOR,True,W,96,20
2015-16,NYK,0021500095,2015-11-08,NYK vs. LAL,True,W,99,4
2015-16,IND,0021500094,2015-11-08,IND @ CLE,False,L,97,-4
2015-16,CLE,0021500094,2015-11-08,CLE vs. IND,True,W,101,4
2015-16,PHX,0021500097,2015-11-08,PHX @ OKC,False,L,103,-21
2015-16,POR,0021500098,2015-11-08,POR vs. DET,True,L,103,-17
2015-16,OKC,0021500097,2015-11-08,OKC vs. PHX,True,W,124,21
2015-16,TOR,0021500096,2015-11-08,TOR @ MIA,False,L,76,-20
2015-16,DET,0021500098,2015-11-08,DET @ POR,False,W,120,17
2015-16,LAC,0021500105,2015-11-09,LAC vs. MEM,True,W,94,2
2015-16,MIN,0021500101,2015-11-09,MIN @ ATL,False,W,117,10
2015-16,ORL,0021500099,2015-11-09,ORL @ IND,False,L,84,-13
2015-16,IND,0021500099,2015-11-09,IND vs. ORL,True,W,97,13
2015-16,PHI,0021500100,2015-11-09,PHI vs. CHI,True,L,88,-23
2015-16,ATL,0021500101,2015-11-09,ATL vs. MIN,True,L,107,-10
2015-16,CHI,0021500100,2015-11-09,CHI @ PHI,False,W,111,23
2015-16,DEN,0021500102,2015-11-09,DEN vs. POR,True,W,108,4
2015-16,GSW,0021500104,2015-11-09,GSW vs. DET,True,W,109,14
2015-16,POR,0021500102,2015-11-09,POR @ DEN,False,L,104,-4
2015-16,SAC,0021500103,2015-11-09,SAC vs. SAS,True,L,88,-18
2015-16,SAS,0021500103,2015-11-09,SAS @ SAC,False,W,106,18
2015-16,MEM,0021500105,2015-11-09,MEM @ LAC,False,L,92,-2
2015-16,DET,0021500104,2015-11-09,DET @ GSW,False,L,95,-14
2015-16,LAL,0021500108,2015-11-10,LAL @ MIA,False,L,88,-13
2015-16,MIA,0021500108,2015-11-10,MIA vs. LAL,True,W,101,13
2015-16,MIL,0021500110,2015-11-10,MIL vs. BOS,True,L,83,-16
2015-16,MIN,0021500111,2015-11-10,MIN vs. CHA,True,L,95,-9
2015-16,NYK,0021500109,2015-11-10,NYK @ TOR,False,W,111,2
2015-16,BOS,0021500110,2015-11-10,BOS @ MIL,False,W,99,16
2015-16,CLE,0021500106,2015-11-10,CLE vs. UTA,True,W,118,4
2015-16,NOP,0021500112,2015-11-10,NOP vs. DAL,True,W,120,15
2015-16,DAL,0021500112,2015-11-10,DAL @ NOP,False,L,105,-15
2015-16,OKC,0021500107,2015-11-10,OKC @ WAS,False,W,125,24
2015-16,TOR,0021500109,2015-11-10,TOR vs. NYK,True,L,109,-2
2015-16,UTA,0021500106,2015-11-10,UTA @ CLE,False,L,114,-4
2015-16,WAS,0021500107,2015-11-10,WAS vs. OKC,True,L,101,-24
2015-16,CHA,0021500111,2015-11-10,CHA @ MIN,False,W,104,9
2015-16,LAC,0021500118,2015-11-11,LAC @ DAL,False,L,108,-10
2015-16,LAL,0021500114,2015-11-11,LAL @ ORL,False,L,99,-2
2015-16,MIL,0021500121,2015-11-11,MIL @ DEN,False,L,102,-1
2015-16,BKN,0021500119,2015-11-11,BKN @ HOU,False,W,106,8
2015-16,NYK,0021500113,2015-11-11,NYK @ CHA,False,L,93,-2
2015-16,ORL,0021500114,2015-11-11,ORL vs. LAL,True,W,101,2
2015-16,IND,0021500116,2015-11-11,IND @ BOS,False,W,102,11
2015-16,PHI,0021500115,2015-11-11,PHI vs. TOR,True,L,103,-16
2015-16,ATL,0021500117,2015-11-11,ATL vs. NOP,True,W,106,8
2015-16,BOS,0021500116,2015-11-11,BOS vs. IND,True,L,91,-11
2015-16,NOP,0021500117,2015-11-11,NOP @ ATL,False,L,98,-8
2015-16,DAL,0021500118,2015-11-11,DAL vs. LAC,True,W,118,10
2015-16,DEN,0021500121,2015-11-11,DEN vs. MIL,True,W,103,1
2015-16,GSW,0021500120,2015-11-11,GSW @ MEM,False,W,100,16
2015-16,HOU,0021500119,2015-11-11,HOU vs. BKN,True,L,98,-8
2015-16,POR,0021500123,2015-11-11,POR vs. SAS,True,L,101,-12
2015-16,SAC,0021500122,2015-11-11,SAC vs. DET,True,W,101,9
2015-16,SAS,0021500123,2015-11-11,SAS @ POR,False,W,113,12
2015-16,TOR,0021500115,2015-11-11,TOR @ PHI,False,W,119,16
2015-16,MEM,0021500120,2015-11-11,MEM vs. GSW,True,L,84,-16
2015-16,DET,0021500122,2015-11-11,DET @ SAC,False,L,92,-9
2015-16,CHA,0021500113,2015-11-11,CHA vs. NYK,True,W,95,2
2015-16,LAC,0021500126,2015-11-12,LAC @ PHX,False,L,104,-14
2015-16,MIA,0021500124,2015-11-12,MIA vs. UTA,True,W,92,1
2015-16,MIN,0021500125,2015-11-12,MIN vs. GSW,True,L,116,-13
2015-16,GSW,0021500125,2015-11-12,GSW @ MIN,False,W,129,13
2015-16,PHX,0021500126,2015-11-12,PHX vs. LAC,True,W,118,14
2015-16,UTA,0021500124,2015-11-12,UTA @ MIA,False,L,91,-1
2015-16,LAL,0021500135,2015-11-13,LAL @ DAL,False,L,82,-8
2015-16,MIN,0021500127,2015-11-13,MIN @ IND,False,L,103,-4
2015-16,BKN,0021500137,2015-11-13,BKN @ SAC,False,L,109,-2
2015-16,NYK,0021500130,2015-11-13,NYK vs. CLE,True,L,84,-6
2015-16,ORL,0021500128,2015-11-13,ORL vs. UTA,True,W,102,9
2015-16,IND,0021500127,2015-11-13,IND vs. MIN,True,W,107,4
2015-16,PHI,0021500134,2015-11-13,PHI @ OKC,False,L,85,-17
2015-16,ATL,0021500129,2015-11-13,ATL @ BOS,False,L,93,-13
2015-16,BOS,0021500129,2015-11-13,BOS vs. ATL,True,W,106,13
2015-16,CLE,0021500130,2015-11-13,CLE @ NYK,False,W,90,6
2015-16,NOP,0021500131,2015-11-13,NOP @ TOR,False,L,81,-19
2015-16,CHI,0021500132,2015-11-13,CHI vs. CHA,True,W,102,5
2015-16,DAL,0021500135,2015-11-13,DAL vs. LAL,True,W,90,8
2015-16,DEN,0021500136,2015-11-13,DEN vs. HOU,True,W,107,9
2015-16,HOU,0021500136,2015-11-13,HOU @ DEN,False,L,98,-9
2015-16,POR,0021500133,2015-11-13,POR @ MEM,False,L,100,-1
2015-16,SAC,0021500137,2015-11-13,SAC vs. BKN,True,W,111,2
2015-16,OKC,0021500134,2015-11-13,OKC vs. PHI,True,W,102,17
2015-16,TOR,0021500131,2015-11-13,TOR vs. NOP,True,W,100,19
2015-16,UTA,0021500128,2015-11-13,UTA @ ORL,False,L,93,-9
2015-16,MEM,0021500133,2015-11-13,MEM vs. POR,True,W,101,1
2015-16,CHA,0021500132,2015-11-13,CHA @ CHI,False,L,97,-5
2015-16,LAC,0021500138,2015-11-14,LAC vs. DET,True,W,101,5
2015-16,MIL,0021500141,2015-11-14,MIL vs. CLE,True,W,108,3
2015-16,BKN,0021500144,2015-11-14,BKN @ GSW,False,L,99,-8
2015-16,ORL,0021500139,2015-11-14,ORL @ WAS,False,L,99,-9
2015-16,PHI,0021500142,2015-11-14,PHI @ SAS,False,L,83,-9
2015-16,CLE,0021500141,2015-11-14,CLE @ MIL,False,L,105,-3
2015-16,DAL,0021500140,2015-11-14,DAL @ HOU,False,W,110,12
2015-16,DEN,0021500143,2015-11-14,DEN @ PHX,False,L,81,-24
2015-16,GSW,0021500144,2015-11-14,GSW vs. BKN,True,W,107,8
2015-16,HOU,0021500140,2015-11-14,HOU vs. DAL,True,L,98,-12
2015-16,PHX,0021500143,2015-11-14,PHX vs. DEN,True,W,105,24
2015-16,SAS,0021500142,2015-11-14,SAS vs. PHI,True,W,92,9
2015-16,WAS,0021500139,2015-11-14,WAS vs. ORL,True,W,108,9
2015-16,DET,0021500138,2015-11-14,DET @ LAC,False,L,96,-5
2015-16,LAL,0021500151,2015-11-15,LAL vs. DET,True,W,97,12
2015-16,MIN,0021500146,2015-11-15,MIN vs. MEM,True,L,106,-8
2015-16,NYK,0021500145,2015-11-15,NYK vs. NOP,True,W,95,8
2015-16,ATL,0021500148,2015-11-15,ATL vs. UTA,True,L,96,-1
2015-16,BOS,0021500149,2015-11-15,BOS @ OKC,False,W,100,15
2015-16,NOP,0021500145,2015-11-15,NOP @ NYK,False,L,87,-8
2015-16,POR,0021500147,2015-11-15,POR @ CHA,False,L,94,-12
2015-16,SAC,0021500150,2015-11-15,SAC vs. TOR,True,W,107,6
2015-16,OKC,0021500149,2015-11-15,OKC vs. BOS,True,L,85,-15
2015-16,TOR,0021500150,2015-11-15,TOR @ SAC,False,L,101,-6
2015-16,UTA,0021500148,2015-11-15,UTA @ ATL,False,W,97,1
2015-16,MEM,0021500146,2015-11-15,MEM @ MIN,False,W,114,8
2015-16,DET,0021500151,2015-11-15,DET @ LAL,False,L,85,-12
2015-16,CHA,0021500147,2015-11-15,CHA vs. POR,True,W,106,12
2015-16,LAL,0021500157,2015-11-16,LAL @ PHX,False,L,101,-19
2015-16,IND,0021500153,2015-11-16,IND @ CHI,False,L,95,-1
2015-16,PHI,0021500152,2015-11-16,PHI vs. DAL,True,L,86,-6
2015-16,BOS,0021500154,2015-11-16,BOS @ HOU,False,W,111,16
2015-16,CHI,0021500153,2015-11-16,CHI vs. IND,True,W,96,1
2015-16,DAL,0021500152,2015-11-16,DAL @ PHI,False,W,92,6
2015-16,HOU,0021500154,2015-11-16,HOU vs. BOS,True,L,95,-16
2015-16,PHX,0021500157,2015-11-16,PHX vs. LAL,True,W,120,19
2015-16,POR,0021500156,2015-11-16,POR @ SAS,False,L,80,-13
2015-16,SAS,0021500156,2015-11-16,SAS vs. POR,True,W,93,13
2015-16,OKC,0021500155,2015-11-16,OKC @ MEM,False,L,114,-8
2015-16,MEM,0021500155,2015-11-16,MEM vs. OKC,True,W,122,8
2015-16,MIA,0021500161,2015-11-17,MIA vs. MIN,True,L,91,-12
2015-16,MIL,0021500158,2015-11-17,MIL @ WAS,False,L,86,-29
2015-16,MIN,0021500161,2015-11-17,MIN @ MIA,False,W,103,12
2015-16,BKN,0021500159,2015-11-17,BKN vs. ATL,True,W,90,2
2015-16,NYK,0021500162,2015-11-17,NYK vs. CHA,True,W,102,8
2015-16,ATL,0021500159,2015-11-17,ATL @ BKN,False,L,88,-2
2015-16,CLE,0021500160,2015-11-17,CLE @ DET,False,L,99,-5
2015-16,NOP,0021500163,2015-11-17,NOP vs. DEN,True,L,98,-17
2015-16,DEN,0021500163,2015-11-17,DEN @ NOP,False,W,115,17
2015-16,GSW,0021500164,2015-11-17,GSW vs. TOR,True,W,115,5
2015-16,TOR,0021500164,2015-11-17,TOR @ GSW,False,L,110,-5
2015-16,WAS,0021500158,2015-11-17,WAS vs. MIL,True,W,115,29
2015-16,DET,0021500160,2015-11-17,DET vs. CLE,True,W,104,5
2015-16,CHA,0021500162,2015-11-17,CHA @ NYK,False,L,94,-8
2015-16,MIN,0021500166,2015-11-18,MIN @ ORL,False,L,101,-3
2015-16,BKN,0021500165,2015-11-18,BKN @ CHA,False,L,111,-5
2015-16,ORL,0021500166,2015-11-18,ORL vs. MIN,True,W,104,3
2015-16,IND,0021500167,2015-11-18,IND @ PHI,False,W,112,27
2015-16,PHI,0021500167,2015-11-18,PHI vs. IND,True,L,85,-27
2015-16,ATL,0021500169,2015-11-18,ATL vs. SAC,True,W,103,6
2015-16,BOS,0021500168,2015-11-18,BOS vs. DAL,True,L,102,-4
2015-16,NOP,0021500171,2015-11-18,NOP @ OKC,False,L,103,-7
2015-16,CHI,0021500174,2015-11-18,CHI @ PHX,False,W,103,6
2015-16,DAL,0021500168,2015-11-18,DAL @ BOS,False,W,106,4
2015-16,DEN,0021500172,2015-11-18,DEN @ SAS,False,L,98,-11
2015-16,HOU,0021500170,2015-11-18,HOU vs. POR,True,W,108,5
2015-16,PHX,0021500174,2015-11-18,PHX vs. CHI,True,L,97,-6
2015-16,POR,0021500170,2015-11-18,POR @ HOU,False,L,103,-5
2015-16,SAC,0021500169,2015-11-18,SAC @ ATL,False,L,97,-6
2015-16,SAS,0021500172,2015-11-18,SAS vs. DEN,True,W,109,11
2015-16,OKC,0021500171,2015-11-18,OKC vs. NOP,True,W,110,7
2015-16,TOR,0021500173,2015-11-18,TOR @ UTA,False,L,89,-4
2015-16,UTA,0021500173,2015-11-18,UTA vs. TOR,True,W,93,4
2015-16,CHA,0021500165,2015-11-18,CHA vs. BKN,True,W,116,5
2015-16,LAC,0021500177,2015-11-19,LAC vs. GSW,True,L,117,-7
2015-16,MIA,0021500175,2015-11-19,MIA vs. SAC,True,W,116,7
2015-16,MIL,0021500176,2015-11-19,MIL @ CLE,False,L,100,-15
2015-16,CLE,0021500176,2015-11-19,CLE vs. MIL,True,W,115,15
2015-16,GSW,0021500177,2015-11-19,GSW @ LAC,False,W,124,7
2015-16,SAC,0021500175,2015-11-19,SAC @ MIA,False,L,109,-7
2015-16,LAC,0021500186,2015-11-20,LAC @ POR,False,L,91,-11
2015-16,LAL,0021500188,2015-11-20,LAL vs. TOR,True,L,91,-11
2015-16,MIN,0021500181,2015-11-20,MIN vs. DET,True,L,86,-10
2015-16,BKN,0021500179,2015-11-20,BKN @ BOS,False,L,95,-25
2015-16,NYK,0021500183,2015-11-20,NYK @ OKC,False,W,93,3
2015-16,PHI,0021500178,2015-11-20,PHI @ CHA,False,L,88,-25
