SEASON,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,IS_HOME,WL,PTS,PLUS_MINUS
2018-19,LAL,0021800942,2019-03-02,LAL @ PHX,False,L,109,-9
2018-19,OKC,0021800940,2019-03-02,OKC @ SAS,False,L,102,-14
2018-19,DET,0021800935,2019-03-02,DET @ CLE,False,W,129,36
2018-19,DEN,0021800941,2019-03-02,DEN vs. NOP,True,L,112,-8
2018-19,MEM,0021800939,2019-03-02,MEM @ DAL,False,W,111,30
2018-19,NOP,0021800941,2019-03-02,NOP @ DEN,False,W,120,8
2018-19,PHI,0021800938,2019-03-02,PHI vs. GSW,True,L,117,-3
2018-19,SAS,0021800940,2019-03-02,SAS vs. OKC,True,W,116,14
2018-19,MIL,0021800943,2019-03-02,MIL @ UTA,False,L,111,-4
2018-19,DAL,0021800939,2019-03-02,DAL vs. MEM,True,L,81,-30
2018-19,CLE,0021800935,2019-03-02,CLE vs. DET,True,L,93,-36
2018-19,WAS,0021800950,2019-03-03,WAS vs. MIN,True,W,135,14
2018-19,LAC,0021800947,2019-03-03,LAC vs. NYK,True,W,128,21
2018-19,CLE,0021800948,2019-03-03,CLE vs. ORL,True,W,107,14
2018-19,CHA,0021800944,2019-03-03,CHA vs. POR,True,L,108,-10
2018-19,CHI,0021800946,2019-03-03,CHI vs. ATL,True,L,118,-5
2018-19,HOU,0021800945,2019-03-03,HOU @ BOS,False,W,115,11
2018-19,ORL,0021800948,2019-03-03,ORL @ CLE,False,L,93,-14
2018-19,ATL,0021800946,2019-03-03,ATL @ CHI,False,W,123,5
2018-19,BOS,0021800945,2019-03-03,BOS vs. HOU,True,L,104,-11
2018-19,NYK,0021800947,2019-03-03,NYK @ LAC,False,L,107,-21
2018-19,MEM,0021800951,2019-03-03,MEM @ OKC,False,L,95,-4
2018-19,DET,0021800949,2019-03-03,DET vs. TOR,True,W,112,5
2018-19,OKC,0021800951,2019-03-03,OKC vs. MEM,True,W,99,4
2018-19,MIN,0021800950,2019-03-03,MIN @ WAS,False,L,121,-14
2018-19,TOR,0021800949,2019-03-03,TOR @ DET,False,L,107,-5
2018-19,POR,0021800944,2019-03-03,POR @ CHA,False,W,118,10
2018-19,LAC,0021800958,2019-03-04,LAC @ LAL,False,W,113,8
2018-19,ATL,0021800953,2019-03-04,ATL @ MIA,False,L,113,-1
2018-19,PHX,0021800955,2019-03-04,PHX vs. MIL,True,W,114,9
2018-19,DAL,0021800952,2019-03-04,DAL @ BKN,False,L,88,-39
2018-19,SAC,0021800957,2019-03-04,SAC vs. NYK,True,W,115,7
2018-19,MIL,0021800955,2019-03-04,MIL @ PHX,False,L,105,-9
2018-19,NYK,0021800957,2019-03-04,NYK @ SAC,False,L,108,-7
2018-19,DEN,0021800954,2019-03-04,DEN @ SAS,False,L,103,-1
2018-19,MIA,0021800953,2019-03-04,MIA vs. ATL,True,W,114,1
2018-19,UTA,0021800956,2019-03-04,UTA vs. NOP,True,L,112,-3
2018-19,BKN,0021800952,2019-03-04,BKN vs. DAL,True,W,127,39
2018-19,SAS,0021800954,2019-03-04,SAS vs. DEN,True,W,104,1
2018-19,LAL,0021800958,2019-03-04,LAL vs. LAC,True,L,105,-8
2018-19,NOP,0021800956,2019-03-04,NOP @ UTA,False,W,115,3
2018-19,OKC,0021800963,2019-03-05,OKC @ MIN,False,L,120,-11
2018-19,PHI,0021800960,2019-03-05,PHI vs. ORL,True,W,114,8
2018-19,CHI,0021800959,2019-03-05,CHI @ IND,False,L,96,-9
2018-19,ORL,0021800960,2019-03-05,ORL @ PHI,False,L,106,-8
2018-19,MEM,0021800962,2019-03-05,MEM vs. POR,True,W,120,9
2018-19,GSW,0021800964,2019-03-05,GSW vs. BOS,True,L,95,-33
2018-19,IND,0021800959,2019-03-05,IND vs. CHI,True,W,105,9
2018-19,BOS,0021800964,2019-03-05,BOS @ GSW,False,W,128,33
2018-19,TOR,0021800961,2019-03-05,TOR vs. HOU,True,L,95,-12
2018-19,MIN,0021800963,2019-03-05,MIN vs. OKC,True,W,131,11
2018-19,HOU,0021800961,2019-03-05,HOU @ TOR,False,W,107,12
2018-19,POR,0021800962,2019-03-05,POR @ MEM,False,L,111,-9
2018-19,DEN,0021800974,2019-03-06,DEN @ LAL,False,W,115,16
2018-19,CHA,0021800965,2019-03-06,CHA vs. MIA,True,L,84,-7
2018-19,DET,0021800966,2019-03-06,DET vs. MIN,True,W,131,17
2018-19,CLE,0021800969,2019-03-06,CLE @ BKN,False,L,107,-6
2018-19,PHX,0021800972,2019-03-06,PHX vs. NYK,True,W,107,11
2018-19,CHI,0021800970,2019-03-06,CHI vs. PHI,True,W,108,1
2018-19,NYK,0021800972,2019-03-06,NYK @ PHX,False,L,96,-11
2018-19,BOS,0021800973,2019-03-06,BOS @ SAC,False,W,111,2
2018-19,ATL,0021800968,2019-03-06,ATL vs. SAS,True,L,104,-7
2018-19,SAS,0021800968,2019-03-06,SAS @ ATL,False,W,111,7
2018-19,SAC,0021800973,2019-03-06,SAC vs. BOS,True,L,109,-2
2018-19,BKN,0021800969,2019-03-06,BKN vs. CLE,True,W,113,6
2018-19,UTA,0021800971,2019-03-06,UTA @ NOP,False,W,114,10
2018-19,PHI,0021800970,2019-03-06,PHI @ CHI,False,L,107,-1
2018-19,WAS,0021800967,2019-03-06,WAS vs. DAL,True,W,132,9
2018-19,LAL,0021800974,2019-03-06,LAL vs. DEN,True,L,99,-16
2018-19,NOP,0021800971,2019-03-06,NOP vs. UTA,True,L,104,-10
2018-19,DAL,0021800967,2019-03-06,DAL @ WAS,False,L,123,-9
2018-19,MIN,0021800966,2019-03-06,MIN @ DET,False,L,114,-17
2018-19,MIA,0021800965,2019-03-06,MIA @ CHA,False,W,91,7
2018-19,IND,0021800975,2019-03-07,IND @ MIL,False,L,98,-19
2018-19,MIL,0021800975,2019-03-07,MIL vs. IND,True,W,117,19
2018-19,OKC,0021800976,2019-03-07,OKC @ POR,False,W,129,8
2018-19,POR,0021800976,2019-03-07,POR vs. OKC,True,L,121,-8
2018-19,CLE,0021800979,2019-03-08,CLE @ MIA,False,L,110,-16
2018-19,DAL,0021800978,2019-03-08,DAL @ ORL,False,L,106,-5
2018-19,HOU,0021800981,2019-03-08,HOU vs. PHI,True,W,107,16
2018-19,MIA,0021800979,2019-03-08,MIA vs. CLE,True,W,126,16
2018-19,TOR,0021800983,2019-03-08,TOR @ NOP,False,W,127,23
2018-19,DET,0021800980,2019-03-08,DET @ CHI,False,W,112,8
2018-19,ORL,0021800978,2019-03-08,ORL vs. DAL,True,W,111,5
2018-19,GSW,0021800984,2019-03-08,GSW vs. DEN,True,W,122,17
2018-19,DEN,0021800984,2019-03-08,DEN @ GSW,False,L,105,-17
2018-19,PHI,0021800981,2019-03-08,PHI @ HOU,False,L,91,-16
2018-19,OKC,0021800985,2019-03-08,OKC @ LAC,False,L,110,-8
2018-19,LAC,0021800985,2019-03-08,LAC vs. OKC,True,W,118,8
2018-19,NOP,0021800983,2019-03-08,NOP vs. TOR,True,L,104,-23
2018-19,MEM,0021800982,2019-03-08,MEM vs. UTA,True,W,114,10
2018-19,UTA,0021800982,2019-03-08,UTA @ MEM,False,L,104,-10
2018-19,CHA,0021800977,2019-03-08,CHA vs. WAS,True,W,112,1
2018-19,CHI,0021800980,2019-03-08,CHI vs. DET,True,L,104,-8
2018-19,WAS,0021800977,2019-03-08,WAS @ CHA,False,L,111,-1
2018-19,BOS,0021800989,2019-03-09,BOS @ LAL,False,W,120,13
2018-19,CHA,0021800990,2019-03-09,CHA @ MIL,False,L,114,-17
2018-19,WAS,0021800988,2019-03-09,WAS @ MIN,False,L,130,-5
2018-19,ATL,0021800987,2019-03-09,ATL vs. BKN,True,L,112,-2
2018-19,SAC,0021800986,2019-03-09,SAC @ NYK,False,W,102,8
2018-19,POR,0021800991,2019-03-09,POR vs. PHX,True,W,127,7
2018-19,PHX,0021800991,2019-03-09,PHX @ POR,False,L,120,-7
2018-19,NYK,0021800986,2019-03-09,NYK vs. SAC,True,L,94,-8
2018-19,BKN,0021800987,2019-03-09,BKN @ ATL,False,W,114,2
2018-19,LAL,0021800989,2019-03-09,LAL vs. BOS,True,L,107,-13
2018-19,MIN,0021800988,2019-03-09,MIN vs. WAS,True,W,135,5
2018-19,MIL,0021800990,2019-03-09,MIL vs. CHA,True,W,131,17
2018-19,TOR,0021800993,2019-03-10,TOR @ MIA,False,W,125,21
2018-19,SAS,0021800999,2019-03-10,SAS vs. MIL,True,W,121,7
2018-19,NYK,0021800998,2019-03-10,NYK @ MIN,False,L,92,-11
2018-19,MIN,0021800998,2019-03-10,MIN vs. NYK,True,W,103,11
2018-19,MEM,0021800996,2019-03-10,MEM vs. ORL,True,W,105,8
2018-19,PHI,0021800994,2019-03-10,PHI vs. IND,True,W,106,17
2018-19,IND,0021800994,2019-03-10,IND @ PHI,False,L,89,-17
2018-19,GSW,0021801000,2019-03-10,GSW vs. PHX,True,L,111,-4
2018-19,MIL,0021800999,2019-03-10,MIL @ SAS,False,L,114,-7
2018-19,NOP,0021800995,2019-03-10,NOP @ ATL,False,L,116,-12
2018-19,ATL,0021800995,2019-03-10,ATL vs. NOP,True,W,128,12
2018-19,DET,0021800992,2019-03-10,DET vs. CHI,True,W,131,23
2018-19,HOU,0021800997,2019-03-10,HOU @ DAL,False,W,94,1
2018-19,PHX,0021801000,2019-03-10,PHX @ GSW,False,W,115,4
2018-19,DAL,0021800997,2019-03-10,DAL vs. HOU,True,L,93,-1
2018-19,MIA,0021800993,2019-03-10,MIA vs. TOR,True,L,104,-21
2018-19,ORL,0021800996,2019-03-10,ORL @ MEM,False,L,97,-8
2018-19,CHI,0021800992,2019-03-10,CHI @ DET,False,L,108,-23
2018-19,DET,0021801003,2019-03-11,DET @ BKN,False,L,75,-28
2018-19,WAS,0021801002,2019-03-11,WAS vs. SAC,True,W,121,6
2018-19,LAC,0021801006,2019-03-11,LAC vs. BOS,True,W,140,25
2018-19,TOR,0021801001,2019-03-11,TOR @ CLE,False,L,101,-25
2018-19,CHA,0021801004,2019-03-11,CHA @ HOU,False,L,106,-12
2018-19,BOS,0021801006,2019-03-11,BOS @ LAC,False,L,115,-25
2018-19,UTA,0021801005,2019-03-11,UTA vs. OKC,True,L,89,-9
2018-19,CLE,0021801001,2019-03-11,CLE vs. TOR,True,W,126,25
2018-19,OKC,0021801005,2019-03-11,OKC @ UTA,False,W,98,9
2018-19,SAC,0021801002,2019-03-11,SAC @ WAS,False,L,115,-6
2018-19,BKN,0021801003,2019-03-11,BKN vs. DET,True,W,103,28
2018-19,HOU,0021801004,2019-03-11,HOU vs. CHA,True,W,118,12
2018-19,CHI,0021801009,2019-03-12,CHI vs. LAL,True,L,107,-16
2018-19,NOP,0021801010,2019-03-12,NOP vs. MIL,True,L,113,-17
2018-19,DEN,0021801012,2019-03-12,DEN vs. MIN,True,W,133,26
2018-19,IND,0021801007,2019-03-12,IND vs. NYK,True,W,103,5
2018-19,NYK,0021801007,2019-03-12,NYK @ IND,False,L,98,-5
2018-19,CLE,0021801008,2019-03-12,CLE @ PHI,False,L,99,-7
2018-19,LAC,0021801013,2019-03-12,LAC vs. POR,True,L,104,-21
2018-19,DAL,0021801011,2019-03-12,DAL vs. SAS,True,L,105,-7
2018-19,PHI,0021801008,2019-03-12,PHI vs. CLE,True,W,106,7
2018-19,MIL,0021801010,2019-03-12,MIL @ NOP,False,W,130,17
2018-19,LAL,0021801009,2019-03-12,LAL @ CHI,False,W,123,16
2018-19,SAS,0021801011,2019-03-12,SAS @ DAL,False,W,112,7
2018-19,MIN,0021801012,2019-03-12,MIN @ DEN,False,L,107,-26
2018-19,POR,0021801013,2019-03-12,POR @ LAC,False,W,125,21
2018-19,DET,0021801014,2019-03-13,DET @ MIA,False,L,74,-34
2018-19,OKC,0021801017,2019-03-13,OKC vs. BKN,True,W,108,12
2018-19,WAS,0021801015,2019-03-13,WAS vs. ORL,True,W,100,10
2018-19,UTA,0021801019,2019-03-13,UTA @ PHX,False,W,114,17
2018-19,MEM,0021801016,2019-03-13,MEM @ ATL,False,L,111,-21
2018-19,HOU,0021801018,2019-03-13,HOU vs. GSW,True,L,104,-2
2018-19,GSW,0021801018,2019-03-13,GSW @ HOU,False,W,106,2
2018-19,BKN,0021801017,2019-03-13,BKN @ OKC,False,L,96,-12
2018-19,PHX,0021801019,2019-03-13,PHX vs. UTA,True,L,97,-17
2018-19,ATL,0021801016,2019-03-13,ATL vs. MEM,True,W,132,21
2018-19,ORL,0021801015,2019-03-13,ORL @ WAS,False,L,90,-10
2018-19,MIA,0021801014,2019-03-13,MIA vs. DET,True,W,108,34
2018-19,TOR,0021801023,2019-03-14,TOR vs. LAL,True,W,111,13
2018-19,UTA,0021801024,2019-03-14,UTA vs. MIN,True,W,120,20
2018-19,CLE,0021801021,2019-03-14,CLE @ ORL,False,L,91,-29
2018-19,OKC,0021801020,2019-03-14,OKC @ IND,False,L,106,-2
2018-19,BOS,0021801022,2019-03-14,BOS vs. SAC,True,W,126,6
2018-19,SAC,0021801022,2019-03-14,SAC @ BOS,False,L,120,-6
2018-19,ORL,0021801021,2019-03-14,ORL vs. CLE,True,W,120,29
2018-19,DEN,0021801025,2019-03-14,DEN vs. DAL,True,W,100,1
2018-19,DAL,0021801025,2019-03-14,DAL @ DEN,False,L,99,-1
2018-19,IND,0021801020,2019-03-14,IND vs. OKC,True,W,108,2
2018-19,LAL,0021801023,2019-03-14,LAL @ TOR,False,L,98,-13
2018-19,MIN,0021801024,2019-03-14,MIN @ UTA,False,L,100,-20
2018-19,DET,0021801026,2019-03-15,DET vs. LAL,True,W,111,14
2018-19,MIL,0021801029,2019-03-15,MIL @ MIA,False,W,113,15
2018-19,MIA,0021801029,2019-03-15,MIA vs. MIL,True,L,98,-15
2018-19,SAS,0021801032,2019-03-15,SAS vs. NYK,True,W,109,26
2018-19,SAC,0021801027,2019-03-15,SAC @ PHI,False,L,114,-9
2018-19,HOU,0021801030,2019-03-15,HOU vs. PHX,True,W,108,6
2018-19,NOP,0021801031,2019-03-15,NOP vs. POR,True,L,110,-12
2018-19,PHI,0021801027,2019-03-15,PHI vs. SAC,True,W,123,9
2018-19,NYK,0021801032,2019-03-15,NYK @ SAS,False,L,83,-26
2018-19,POR,0021801031,2019-03-15,POR @ NOP,False,W,122,12
2018-19,LAC,0021801033,2019-03-15,LAC vs. CHI,True,W,128,7
2018-19,PHX,0021801030,2019-03-15,PHX @ HOU,False,L,102,-6
2018-19,CHI,0021801033,2019-03-15,CHI @ LAC,False,L,121,-7
2018-19,CHA,0021801028,2019-03-15,CHA @ WAS,False,W,116,6
2018-19,LAL,0021801026,2019-03-15,LAL @ DET,False,L,97,-14
2018-19,WAS,0021801028,2019-03-15,WAS vs. CHA,True,L,110,-6
2018-19,UTA,0021801041,2019-03-16,UTA vs. BKN,True,W,114,16
2018-19,DEN,0021801040,2019-03-16,DEN vs. IND,True,W,102,2
2018-19,NOP,0021801036,2019-03-16,NOP vs. PHX,True,L,136,-2
2018-19,SAS,0021801039,2019-03-16,SAS vs. POR,True,W,108,5
2018-19,POR,0021801039,2019-03-16,POR @ SAS,False,L,103,-5
2018-19,BOS,0021801034,2019-03-16,BOS vs. ATL,True,W,129,9
2018-19,ATL,0021801034,2019-03-16,ATL @ BOS,False,L,120,-9
2018-19,DAL,0021801037,2019-03-16,DAL vs. CLE,True,W,121,5
2018-19,PHX,0021801036,2019-03-16,PHX @ NOP,False,W,138,2
2018-19,CLE,0021801037,2019-03-16,CLE @ DAL,False,L,116,-5
2018-19,IND,0021801040,2019-03-16,IND @ DEN,False,L,100,-2
2018-19,OKC,0021801038,2019-03-16,OKC vs. GSW,True,L,88,-22
2018-19,GSW,0021801038,2019-03-16,GSW @ OKC,False,W,110,22
2018-19,BKN,0021801041,2019-03-16,BKN @ UTA,False,L,98,-16
2018-19,WAS,0021801035,2019-03-16,WAS vs. MEM,True,W,135,7
2018-19,MEM,0021801035,2019-03-16,MEM @ WAS,False,L,128,-7
2018-19,NYK,0021801042,2019-03-17,NYK vs. LAL,True,W,124,1
2018-19,CHA,0021801045,2019-03-17,CHA @ MIA,False,L,75,-18
2018-19,PHI,0021801043,2019-03-17,PHI @ MIL,False,W,130,5
2018-19,HOU,0021801048,2019-03-17,HOU vs. MIN,True,W,117,15
2018-19,LAC,0021801049,2019-03-17,LAC vs. BKN,True,W,119,3
2018-19,LAL,0021801042,2019-03-17,LAL @ NYK,False,L,123,-1
2018-19,ATL,0021801046,2019-03-17,ATL @ ORL,False,L,91,-10
2018-19,MIL,0021801043,2019-03-17,MIL vs. PHI,True,L,125,-5
2018-19,CHI,0021801047,2019-03-17,CHI @ SAC,False,L,102,-27
2018-19,ORL,0021801046,2019-03-17,ORL vs. ATL,True,W,101,10
2018-19,SAC,0021801047,2019-03-17,SAC vs. CHI,True,W,129,27
2018-19,MIN,0021801048,2019-03-17,MIN @ HOU,False,L,102,-15
2018-19,BKN,0021801049,2019-03-17,BKN @ LAC,False,L,116,-3
2018-19,DET,0021801044,2019-03-17,DET vs. TOR,True,W,110,3
2018-19,TOR,0021801044,2019-03-17,TOR @ DET,False,L,107,-3
2018-19,MIA,0021801045,2019-03-17,MIA vs. CHA,True,W,93,18
2018-19,OKC,0021801054,2019-03-18,OKC vs. MIA,True,L,107,-9
2018-19,TOR,0021801053,2019-03-18,TOR vs. NYK,True,W,128,36
2018-19,POR,0021801058,2019-03-18,POR vs. IND,True,W,106,8
2018-19,CHI,0021801057,2019-03-18,CHI @ PHX,False,W,116,15
2018-19,IND,0021801058,2019-03-18,IND @ POR,False,L,98,-8
2018-19,GSW,0021801055,2019-03-18,GSW @ SAS,False,L,105,-6
2018-19,DEN,0021801052,2019-03-18,DEN @ BOS,False,W,114,9
2018-19,DET,0021801050,2019-03-18,DET @ CLE,False,L,119,-7
2018-19,DAL,0021801056,2019-03-18,DAL vs. NOP,True,L,125,-4
2018-19,PHX,0021801057,2019-03-18,PHX vs. CHI,True,L,101,-15
2018-19,NOP,0021801056,2019-03-18,NOP @ DAL,False,W,129,4
2018-19,BOS,0021801052,2019-03-18,BOS vs. DEN,True,L,105,-9
2018-19,SAS,0021801055,2019-03-18,SAS vs. GSW,True,W,111,6
2018-19,MIA,0021801054,2019-03-18,MIA @ OKC,False,W,116,9
2018-19,NYK,0021801053,2019-03-18,NYK @ TOR,False,L,92,-36
2018-19,WAS,0021801051,2019-03-18,WAS vs. UTA,True,L,95,-21
2018-19,UTA,0021801051,2019-03-18,UTA @ WAS,False,W,116,21
2018-19,CLE,0021801050,2019-03-18,CLE vs. DET,True,W,126,7
2018-19,MIL,0021801061,2019-03-19,MIL vs. LAL,True,W,115,14
2018-19,LAL,0021801061,2019-03-19,LAL @ MIL,False,L,101,-14
2018-19,GSW,0021801062,2019-03-19,GSW @ MIN,False,W,117,10
2018-19,SAC,0021801063,2019-03-19,SAC vs. BKN,True,L,121,-2
2018-19,LAC,0021801064,2019-03-19,LAC vs. IND,True,W,115,6
2018-19,CHA,0021801059,2019-03-19,CHA vs. PHI,True,L,114,-4
2018-19,BKN,0021801063,2019-03-19,BKN @ SAC,False,W,123,2
2018-19,HOU,0021801060,2019-03-19,HOU @ ATL,False,W,121,16
2018-19,MIN,0021801062,2019-03-19,MIN vs. GSW,True,L,107,-10
2018-19,ATL,0021801060,2019-03-19,ATL vs. HOU,True,L,105,-16
2018-19,IND,0021801064,2019-03-19,IND @ LAC,False,L,109,-6
2018-19,PHI,0021801059,2019-03-19,PHI @ CHA,False,W,118,4
2018-19,SAS,0021801071,2019-03-20,SAS vs. MIA,True,L,105,-5
2018-19,CLE,0021801065,2019-03-20,CLE vs. MIL,True,W,107,5
2018-19,UTA,0021801068,2019-03-20,UTA @ NYK,False,W,137,21
2018-19,NOP,0021801066,2019-03-20,NOP @ ORL,False,L,96,-23
2018-19,BOS,0021801067,2019-03-20,BOS @ PHI,False,L,115,-3
2018-19,DAL,0021801073,2019-03-20,DAL @ POR,False,L,118,-8
2018-19,MIA,0021801071,2019-03-20,MIA @ SAS,False,W,110,5
2018-19,PHI,0021801067,2019-03-20,PHI vs. BOS,True,W,118,3
2018-19,MIL,0021801065,2019-03-20,MIL @ CLE,False,L,102,-5
2018-19,ORL,0021801066,2019-03-20,ORL vs. NOP,True,W,119,23
2018-19,WAS,0021801069,2019-03-20,WAS @ CHI,False,L,120,-6
2018-19,POR,0021801073,2019-03-20,POR vs. DAL,True,W,126,8
2018-19,MEM,0021801070,2019-03-20,MEM vs. HOU,True,W,126,1
2018-19,TOR,0021801072,2019-03-20,TOR @ OKC,False,W,123,9
2018-19,OKC,0021801072,2019-03-20,OKC vs. TOR,True,L,114,-9
2018-19,NYK,0021801068,2019-03-20,NYK vs. UTA,True,L,116,-21
2018-19,HOU,0021801070,2019-03-20,HOU @ MEM,False,L,125,-1
2018-19,CHI,0021801069,2019-03-20,CHI vs. WAS,True,W,126,6
2018-19,CHA,0021801074,2019-03-21,CHA vs. MIN,True,W,113,7
2018-19,GSW,0021801079,2019-03-21,GSW vs. IND,True,W,112,23
2018-19,DET,0021801077,2019-03-21,DET @ PHX,False,W,118,20
2018-19,DAL,0021801078,2019-03-21,DAL @ SAC,False,L,100,-16
2018-19,UTA,0021801076,2019-03-21,UTA @ ATL,False,L,114,-3
2018-19,SAC,0021801078,2019-03-21,SAC vs. DAL,True,W,116,16
2018-19,WAS,0021801075,2019-03-21,WAS vs. DEN,True,L,108,-5
2018-19,IND,0021801079,2019-03-21,IND @ GSW,False,L,89,-23
2018-19,ATL,0021801076,2019-03-21,ATL vs. UTA,True,W,117,3
2018-19,DEN,0021801075,2019-03-21,DEN @ WAS,False,W,113,5
2018-19,PHX,0021801077,2019-03-21,PHX vs. DET,True,L,98,-20
2018-19,MIN,0021801074,2019-03-21,MIN @ CHA,False,L,106,-7
2018-19,BKN,0021801086,2019-03-22,BKN @ LAL,False,W,111,5
2018-19,MIL,0021801085,2019-03-22,MIL vs. MIA,True,W,116,29
2018-19,MIA,0021801085,2019-03-22,MIA @ MIL,False,L,87,-29
2018-19,LAL,0021801086,2019-03-22,LAL vs. BKN,True,L,106,-5
2018-19,DEN,0021801082,2019-03-22,DEN @ NYK,False,W,111,18
2018-19,MEM,0021801080,2019-03-22,MEM @ ORL,False,L,119,-4
2018-19,HOU,0021801084,2019-03-22,HOU vs. SAS,True,W,111,6
2018-19,LAC,0021801081,2019-03-22,LAC @ CLE,False,W,110,2
2018-19,NYK,0021801082,2019-03-22,NYK vs. DEN,True,L,93,-18
2018-19,SAS,0021801084,2019-03-22,SAS @ HOU,False,L,105,-6
2018-19,CLE,0021801081,2019-03-22,CLE vs. LAC,True,L,108,-2
2018-19,TOR,0021801083,2019-03-22,TOR vs. OKC,True,L,109,-7
2018-19,OKC,0021801083,2019-03-22,OKC @ TOR,False,W,116,7
2018-19,ORL,0021801080,2019-03-22,ORL vs. MEM,True,W,123,4
2018-19,WAS,0021801089,2019-03-23,WAS vs. MIA,True,L,108,-5
2018-19,MEM,0021801091,2019-03-23,MEM vs. MIN,True,L,99,-13
2018-19,ATL,0021801088,2019-03-23,ATL vs. PHI,True,W,129,2
2018-19,SAC,0021801094,2019-03-23,SAC vs. PHX,True,W,112,9
2018-19,DET,0021801093,2019-03-23,DET @ POR,False,L,112,-5
2018-19,PHX,0021801094,2019-03-23,PHX @ SAC,False,L,103,-9
2018-19,PHI,0021801088,2019-03-23,PHI @ ATL,False,L,127,-2
2018-19,CHA,0021801087,2019-03-23,CHA vs. BOS,True,W,124,7
2018-19,UTA,0021801090,2019-03-23,UTA @ CHI,False,W,114,31
2018-19,GSW,0021801092,2019-03-23,GSW vs. DAL,True,L,91,-35
2018-19,DAL,0021801092,2019-03-23,DAL @ GSW,False,W,126,35
2018-19,CHI,0021801090,2019-03-23,CHI vs. UTA,True,L,83,-31
2018-19,MIN,0021801091,2019-03-23,MIN @ MEM,False,W,112,13
2018-19,MIA,0021801089,2019-03-23,MIA @ WAS,False,W,113,5
2018-19,POR,0021801093,2019-03-23,POR vs. DET,True,W,117,5
2018-19,BOS,0021801087,2019-03-23,BOS @ CHA,False,L,117,-7
2018-19,SAC,0021801102,2019-03-24,SAC @ LAL,False,L,106,-5
2018-19,CLE,0021801096,2019-03-24,CLE @ MIL,False,L,105,-22
2018-19,LAC,0021801095,2019-03-24,LAC @ NYK,False,W,124,11
2018-19,DEN,0021801097,2019-03-24,DEN @ IND,False,L,88,-36
2018-19,LAL,0021801102,2019-03-24,LAL vs. SAC,True,W,111,5
2018-19,BOS,0021801100,2019-03-24,BOS vs. SAS,True,L,96,-19
2018-19,SAS,0021801100,2019-03-24,SAS @ BOS,False,W,115,19
2018-19,MIL,0021801096,2019-03-24,MIL vs. CLE,True,W,127,22
2018-19,HOU,0021801099,2019-03-24,HOU @ NOP,False,W,113,23
2018-19,IND,0021801097,2019-03-24,IND vs. DEN,True,W,124,36
2018-19,DET,0021801101,2019-03-24,DET @ GSW,False,L,114,-7
2018-19,NOP,0021801099,2019-03-24,NOP vs. HOU,True,L,90,-23
2018-19,NYK,0021801095,2019-03-24,NYK vs. LAC,True,L,113,-11
2018-19,CHA,0021801098,2019-03-24,CHA @ TOR,False,W,115,1
2018-19,GSW,0021801101,2019-03-24,GSW vs. DET,True,W,121,7
2018-19,TOR,0021801098,2019-03-24,TOR vs. CHA,True,L,114,-1
2018-19,POR,0021801106,2019-03-25,POR vs. BKN,True,W,148,4
2018-19,PHI,0021801103,2019-03-25,PHI @ ORL,False,L,98,-21
2018-19,ORL,0021801103,2019-03-25,ORL vs. PHI,True,W,119,21
2018-19,UTA,0021801105,2019-03-25,UTA vs. PHX,True,W,125,33
2018-19,BKN,0021801106,2019-03-25,BKN @ POR,False,L,144,-4
2018-19,MEM,0021801104,2019-03-25,MEM vs. OKC,True,W,115,12
2018-19,PHX,0021801105,2019-03-25,PHX @ UTA,False,L,92,-33
2018-19,OKC,0021801104,2019-03-25,OKC @ MEM,False,L,103,-12
2018-19,WAS,0021801116,2019-03-26,WAS @ LAL,False,L,106,-18
2018-19,ORL,0021801109,2019-03-26,ORL @ MIA,False,W,104,5
2018-19,HOU,0021801111,2019-03-26,HOU @ MIL,False,L,94,-14
2018-19,LAC,0021801112,2019-03-26,LAC @ MIN,False,W,122,11
2018-19,MIA,0021801109,2019-03-26,MIA vs. ORL,True,L,99,-5
2018-19,DAL,0021801114,2019-03-26,DAL vs. SAC,True,L,121,-4
2018-19,CHA,0021801107,2019-03-26,CHA vs. SAS,True,W,125,9
2018-19,NOP,0021801113,2019-03-26,NOP vs. ATL,True,L,120,-10
2018-19,CLE,0021801108,2019-03-26,CLE vs. BOS,True,L,106,-10
2018-19,BOS,0021801108,2019-03-26,BOS @ CLE,False,W,116,10
2018-19,ATL,0021801113,2019-03-26,ATL @ NOP,False,W,130,10
2018-19,TOR,0021801110,2019-03-26,TOR vs. CHI,True,W,112,9
2018-19,SAC,0021801114,2019-03-26,SAC @ DAL,False,W,125,4
2018-19,DET,0021801115,2019-03-26,DET @ DEN,False,L,92,-3
2018-19,MIL,0021801111,2019-03-26,MIL vs. HOU,True,W,108,14
2018-19,MIN,0021801112,2019-03-26,MIN vs. LAC,True,L,111,-11
2018-19,CHI,0021801110,2019-03-26,CHI @ TOR,False,L,103,-9
2018-19,LAL,0021801116,2019-03-26,LAL vs. WAS,True,W,124,18
2018-19,DEN,0021801115,2019-03-26,DEN vs. DET,True,W,95,3
2018-19,SAS,0021801107,2019-03-26,SAS @ CHA,False,L,116,-9
2018-19,UTA,0021801121,2019-03-27,UTA vs. LAL,True,W,115,15
2018-19,OKC,0021801119,2019-03-27,OKC vs. IND,True,W,107,8
2018-19,WAS,0021801120,2019-03-27,WAS @ PHX,False,W,124,3
