season,Date,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,ht_leader,ft_result,outcome_vs_ht_leader
1920,02/02/2020,Burnley,Arsenal,0,0,0,0,Level,Level,
1920,02/02/2020,Tottenham,Man City,0,0,2,0,Level,Home,
1920,08/02/2020,Everton,Crystal Palace,1,0,3,1,Home,Home,leader_won
1920,08/02/2020,Brighton,Watford,0,1,1,1,Away,Level,ended_in_draw
1920,09/02/2020,Sheffield United,Bournemouth,1,1,2,1,Level,Home,
1920,14/02/2020,Wolves,Leicester,0,0,0,0,Level,Level,
1920,15/02/2020,Southampton,Burnley,1,1,1,2,Level,Away,
1920,15/02/2020,Norwich,Liverpool,0,0,0,1,Level,Away,
1920,16/02/2020,Aston Villa,Tottenham,1,2,2,3,Away,Away,leader_won
1920,16/02/2020,Arsenal,Newcastle,0,0,4,0,Level,Home,
1920,17/02/2020,Chelsea,Man United,0,1,0,2,Away,Away,leader_won
1920,19/02/2020,Man City,West Ham,1,0,2,0,Home,Home,leader_won
1920,22/02/2020,Chelsea,Tottenham,1,0,2,1,Home,Home,leader_won
1920,22/02/2020,Burnley,Bournemouth,0,0,3,0,Level,Home,
1920,22/02/2020,Crystal Palace,Newcastle,1,0,1,0,Home,Home,leader_won
1920,22/02/2020,Sheffield United,Brighton,1,1,1,1,Level,Level,
1920,22/02/2020,Southampton,Aston Villa,1,0,2,0,Home,Home,leader_won
1920,22/02/2020,Leicester,Man City,0,0,0,1,Level,Away,
1920,23/02/2020,Man United,Watford,1,0,3,0,Home,Home,leader_won
1920,23/02/2020,Wolves,Norwich,2,0,3,0,Home,Home,leader_won
1920,23/02/2020,Arsenal,Everton,2,2,3,2,Level,Home,
1920,24/02/2020,Liverpool,West Ham,1,1,3,2,Level,Home,
1920,28/02/2020,Norwich,Leicester,0,0,1,0,Level,Home,
1920,29/02/2020,Brighton,Crystal Palace,0,0,0,1,Level,Away,
1920,29/02/2020,Bournemouth,Chelsea,0,1,2,2,Away,Level,ended_in_draw
1920,29/02/2020,Newcastle,Burnley,0,0,0,0,Level,Level,
1920,29/02/2020,West Ham,Southampton,2,1,3,1,Home,Home,leader_won
1920,29/02/2020,Watford,Liverpool,0,0,3,0,Level,Home,
1920,01/03/2020,Everton,Man United,1,1,1,1,Level,Level,
1920,01/03/2020,Tottenham,Wolves,2,1,2,3,Home,Away,trailing_team_won
1920,07/03/2020,Liverpool,Bournemouth,2,1,2,1,Home,Home,leader_won
1920,07/03/2020,Arsenal,West Ham,0,0,1,0,Level,Home,
1920,07/03/2020,Crystal Palace,Watford,1,0,1,0,Home,Home,leader_won
1920,07/03/2020,Sheffield United,Norwich,1,0,1,0,Home,Home,leader_won
1920,07/03/2020,Southampton,Newcastle,0,0,0,1,Level,Away,
1920,07/03/2020,Wolves,Brighton,0,0,0,0,Level,Level,
1920,07/03/2020,Burnley,Tottenham,1,0,1,1,Home,Level,ended_in_draw
1920,08/03/2020,Chelsea,Everton,2,0,4,0,Home,Home,leader_won
1920,08/03/2020,Man United,Man City,1,0,2,0,Home,Home,leader_won
1920,09/03/2020,Leicester,Aston Villa,1,0,4,0,Home,Home,leader_won
1920,17/06/2020,Aston Villa,Sheffield United,0,0,0,0,Level,Level,
1920,17/06/2020,Man City,Arsenal,1,0,3,0,Home,Home,leader_won
1920,19/06/2020,Norwich,Southampton,0,0,0,3,Level,Away,
1920,19/06/2020,Tottenham,Man United,1,0,1,1,Home,Level,ended_in_draw
1920,20/06/2020,Watford,Leicester,0,0,1,1,Level,Level,
1920,20/06/2020,Brighton,Arsenal,0,0,2,1,Level,Home,
1920,20/06/2020,West Ham,Wolves,0,0,0,2,Level,Away,
1920,20/06/2020,Bournemouth,Crystal Palace,0,2,0,2,Away,Away,leader_won
1920,21/06/2020,Newcastle,Sheffield United,0,0,3,0,Level,Home,
1920,21/06/2020,Aston Villa,Chelsea,1,0,1,2,Home,Away,trailing_team_won
1920,21/06/2020,Everton,Liverpool,0,0,0,0,Level,Level,
1920,22/06/2020,Man City,Burnley,3,0,5,0,Home,Home,leader_won
1920,23/06/2020,Leicester,Brighton,0,0,0,0,Level,Level,
1920,23/06/2020,Tottenham,West Ham,0,0,2,0,Level,Home,
1920,24/06/2020,Man United,Sheffield United,2,0,3,0,Home,Home,leader_won
1920,24/06/2020,Newcastle,Aston Villa,0,0,1,1,Level,Level,
1920,24/06/2020,Norwich,Everton,0,0,0,1,Level,Away,
1920,24/06/2020,Wolves,Bournemouth,0,0,1,0,Level,Home,
1920,24/06/2020,Liverpool,Crystal Palace,2,0,4,0,Home,Home,leader_won
1920,25/06/2020,Burnley,Watford,0,0,1,0,Level,Home,
1920,25/06/2020,Southampton,Arsenal,0,1,0,2,Away,Away,leader_won
1920,25/06/2020,Chelsea,Man City,1,0,2,1,Home,Home,leader_won
1920,27/06/2020,Aston Villa,Wolves,0,0,0,1,Level,Away,
1920,28/06/2020,Watford,Southampton,0,1,1,3,Away,Away,leader_won
1920,29/06/2020,Crystal Palace,Burnley,0,0,0,1,Level,Away,
1920,30/06/2020,Brighton,Man United,0,2,0,3,Away,Away,leader_won
1920,01/07/2020,Arsenal,Norwich,2,0,4,0,Home,Home,leader_won
1920,01/07/2020,Bournemouth,Newcastle,0,2,1,4,Away,Away,leader_won
1920,01/07/2020,Everton,Leicester,2,0,2,1,Home,Home,leader_won
1920,01/07/2020,West Ham,Chelsea,1,1,3,2,Level,Home,
1920,02/07/2020,Sheffield United,Tottenham,1,0,3,1,Home,Home,leader_won
1920,02/07/2020,Man City,Liverpool,3,0,4,0,Home,Home,leader_won
1920,04/07/2020,Norwich,Brighton,0,1,0,1,Away,Away,leader_won
1920,04/07/2020,Leicester,Crystal Palace,0,0,3,0,Level,Home,
1920,04/07/2020,Man United,Bournemouth,3,1,5,2,Home,Home,leader_won
1920,04/07/2020,Wolves,Arsenal,0,1,0,2,Away,Away,leader_won
1920,04/07/2020,Chelsea,Watford,2,0,3,0,Home,Home,leader_won
1920,05/07/2020,Burnley,Sheffield United,1,0,1,1,Home,Level,ended_in_draw
1920,05/07/2020,Newcastle,West Ham,1,1,2,2,Level,Level,
1920,05/07/2020,Liverpool,Aston Villa,0,0,2,0,Level,Home,
1920,05/07/2020,Southampton,Man City,1,0,1,0,Home,Home,leader_won
1920,06/07/2020,Tottenham,Everton,1,0,1,0,Home,Home,leader_won
1920,07/07/2020,Crystal Palace,Chelsea,1,2,2,3,Away,Away,leader_won
1920,07/07/2020,Watford,Norwich,1,1,2,1,Level,Home,
1920,07/07/2020,Arsenal,Leicester,1,0,1,1,Home,Level,ended_in_draw
1920,08/07/2020,Man City,Newcastle,2,0,5,0,Home,Home,leader_won
1920,08/07/2020,Sheffield United,Wolves,0,0,1,0,Level,Home,
1920,08/07/2020,West Ham,Burnley,0,1,0,1,Away,Away,leader_won
1920,08/07/2020,Brighton,Liverpool,1,2,1,3,Away,Away,leader_won
1920,09/07/2020,Bournemouth,Tottenham,0,0,0,0,Level,Level,
1920,09/07/2020,Everton,Southampton,1,1,1,1,Level,Level,
1920,09/07/2020,Aston Villa,Man United,0,2,0,3,Away,Away,leader_won
1920,11/07/2020,Norwich,West Ham,0,2,0,4,Away,Away,leader_won
1920,11/07/2020,Watford,Newcastle,0,1,2,1,Away,Home,trailing_team_won
1920,11/07/2020,Liverpool,Burnley,1,0,1,1,Home,Level,ended_in_draw
1920,11/07/2020,Sheffield United,Chelsea,2,0,3,0,Home,Home,leader_won
1920,11/07/2020,Brighton,Man City,0,2,0,5,Away,Away,leader_won
1920,12/07/2020,Wolves,Everton,1,0,3,0,Home,Home,leader_won
1920,12/07/2020,Aston Villa,Crystal Palace,1,0,2,0,Home,Home,leader_won
1920,12/07/2020,Tottenham,Arsenal,1,1,2,1,Level,Home,
1920,12/07/2020,Bournemouth,Leicester,0,1,4,1,Away,Home,trailing_team_won
1920,13/07/2020,Man United,Southampton,2,1,2,2,Home,Level,ended_in_draw
1920,14/07/2020,Chelsea,Norwich,1,0,1,0,Home,Home,leader_won
1920,15/07/2020,Burnley,Wolves,0,0,1,1,Level,Level,
1920,15/07/2020,Man City,Bournemouth,2,0,2,1,Home,Home,leader_won
1920,15/07/2020,Newcastle,Tottenham,0,1,1,3,Away,Away,leader_won
1920,15/07/2020,Arsenal,Liverpool,2,1,2,1,Home,Home,leader_won
1920,16/07/2020,Everton,Aston Villa,0,0,1,1,Level,Level,
1920,16/07/2020,Leicester,Sheffield United,1,0,2,0,Home,Home,leader_won
1920,16/07/2020,Crystal Palace,Man United,0,1,0,2,Away,Away,leader_won
1920,16/07/2020,Southampton,Brighton,0,1,1,1,Away,Level,ended_in_draw
1920,17/07/2020,West Ham,Watford,3,0,3,1,Home,Home,leader_won
1920,18/07/2020,Norwich,Burnley,0,1,0,2,Away,Away,leader_won
1920,19/07/2020,Bournemouth,Southampton,0,1,0,2,Away,Away,leader_won
1920,19/07/2020,Tottenham,Leicester,3,0,3,0,Home,Home,leader_won
1920,20/07/2020,Brighton,Newcastle,0,0,0,0,Level,Level,
1920,20/07/2020,Sheffield United,Everton,0,0,0,1,Level,Away,
1920,20/07/2020,Wolves,Crystal Palace,1,0,2,0,Home,Home,leader_won
1920,21/07/2020,Watford,Man City,0,2,0,4,Away,Away,leader_won
1920,21/07/2020,Aston Villa,Arsenal,1,0,1,0,Home,Home,leader_won
1920,22/07/2020,Man United,West Ham,0,1,1,1,Away,Level,ended_in_draw
1920,22/07/2020,Liverpool,Chelsea,3,1,5,3,Home,Home,leader_won
1920,26/07/2020,Arsenal,Watford,3,1,3,2,Home,Home,leader_won
1920,26/07/2020,Burnley,Brighton,1,1,1,2,Level,Away,
1920,26/07/2020,Chelsea,Wolves,2,0,2,0,Home,Home,leader_won
1920,26/07/2020,Crystal Palace,Tottenham,0,1,1,1,Away,Level,ended_in_draw
1920,26/07/2020,Everton,Bournemouth,1,2,1,3,Away,Away,leader_won
1920,26/07/2020,Leicester,Man United,0,0,0,2,Level,Away,
1920,26/07/2020,Man City,Norwich,2,0,5,0,Home,Home,leader_won
1920,26/07/2020,Newcastle,Liverpool,1,1,1,3,Level,Away,
1920,26/07/2020,Southampton,Sheffield United,0,1,3,1,Away,Home,trailing_team_won
1920,26/07/2020,West Ham,Aston Villa,0,0,1,1,Level,Level,
2021,12/09/2020,Fulham,Arsenal,0,1,0,3,Away,Away,leader_won
2021,12/09/2020,Crystal Palace,Southampton,1,0,1,0,Home,Home,leader_won
2021,12/09/2020,Liverpool,Leeds,3,2,4,3,Home,Home,leader_won
2021,12/09/2020,West Ham,Newcastle,0,0,0,2,Level,Away,
2021,13/09/2020,West Brom,Leicester,0,0,0,3,Level,Away,
2021,13/09/2020,Tottenham,Everton,0,0,0,1,Level,Away,
2021,14/09/2020,Brighton,Chelsea,0,1,1,3,Away,Away,leader_won
2021,14/09/2020,Sheffield United,Wolves,0,2,0,2,Away,Away,leader_won
2021,19/09/2020,Everton,West Brom,2,1,5,2,Home,Home,leader_won
2021,19/09/2020,Leeds,Fulham,2,1,4,3,Home,Home,leader_won
2021,19/09/2020,Man United,Crystal Palace,0,1,1,3,Away,Away,leader_won
2021,19/09/2020,Arsenal,West Ham,1,1,2,1,Level,Home,
2021,20/09/2020,Southampton,Tottenham,1,1,2,5,Level,Away,
2021,20/09/2020,Newcastle,Brighton,0,2,0,3,Away,Away,leader_won
2021,20/09/2020,Chelsea,Liverpool,0,0,0,2,Level,Away,
2021,20/09/2020,Leicester,Burnley,1,1,4,2,Level,Home,
2021,21/09/2020,Aston Villa,Sheffield United,0,0,1,0,Level,Home,
2021,21/09/2020,Wolves,Man City,0,2,1,3,Away,Away,leader_won
2021,26/09/2020,Brighton,Man United,1,1,2,3,Level,Away,
2021,26/09/2020,Crystal Palace,Everton,1,2,1,2,Away,Away,leader_won
2021,26/09/2020,West Brom,Chelsea,3,0,3,3,Home,Level,ended_in_draw
2021,26/09/2020,Burnley,Southampton,0,1,0,1,Away,Away,leader_won
2021,27/09/2020,Sheffield United,Leeds,0,0,0,1,Level,Away,
2021,27/09/2020,Tottenham,Newcastle,1,0,1,1,Home,Level,ended_in_draw
2021,27/09/2020,Man City,Leicester,1,1,2,5,Level,Away,
2021,27/09/2020,West Ham,Wolves,1,0,4,0,Home,Home,leader_won
2021,28/09/2020,Fulham,Aston Villa,0,2,0,3,Away,Away,leader_won
2021,28/09/2020,Liverpool,Arsenal,2,1,3,1,Home,Home,leader_won
2021,03/10/2020,Chelsea,Crystal Palace,0,0,4,0,Level,Home,
2021,03/10/2020,Everton,Brighton,2,1,4,2,Home,Home,leader_won
2021,03/10/2020,Leeds,Man City,0,1,1,1,Away,Level,ended_in_draw
2021,03/10/2020,Newcastle,Burnley,1,0,3,1,Home,Home,leader_won
2021,04/10/2020,Leicester,West Ham,0,2,0,3,Away,Away,leader_won
2021,04/10/2020,Southampton,West Brom,1,0,2,0,Home,Home,leader_won
2021,04/10/2020,Arsenal,Sheffield United,0,0,2,1,Level,Home,
2021,04/10/2020,Wolves,Fulham,0,0,1,0,Level,Home,
2021,04/10/2020,Man United,Tottenham,1,4,1,6,Away,Away,leader_won
2021,04/10/2020,Aston Villa,Liverpool,4,1,7,2,Home,Home,leader_won
2021,17/10/2020,Everton,Liverpool,1,1,2,2,Level,Level,
2021,17/10/2020,Chelsea,Southampton,2,1,3,3,Home,Level,ended_in_draw
2021,17/10/2020,Man City,Arsenal,1,0,1,0,Home,Home,leader_won
2021,17/10/2020,Newcastle,Man United,1,1,1,4,Level,Away,
2021,18/10/2020,Sheffield United,Fulham,0,0,1,1,Level,Level,
2021,18/10/2020,Crystal Palace,Brighton,1,0,1,1,Home,Level,ended_in_draw
2021,18/10/2020,Tottenham,West Ham,3,0,3,3,Home,Level,ended_in_draw
2021,18/10/2020,Leicester,Aston Villa,0,0,0,1,Level,Away,
2021,19/10/2020,West Brom,Burnley,0,0,0,0,Level,Level,
2021,19/10/2020,Leeds,Wolves,0,0,0,1,Level,Away,
2021,23/10/2020,Aston Villa,Leeds,0,0,0,3,Level,Away,
2021,24/10/2020,West Ham,Man City,1,0,1,1,Home,Level,ended_in_draw
2021,24/10/2020,Fulham,Crystal Palace,0,1,1,2,Away,Away,leader_won
2021,24/10/2020,Man United,Chelsea,0,0,0,0,Level,Level,
2021,24/10/2020,Liverpool,Sheffield United,1,1,2,1,Level,Home,
2021,25/10/2020,Southampton,Everton,2,0,2,0,Home,Home,leader_won
2021,25/10/2020,Wolves,Newcastle,0,0,1,1,Level,Level,
2021,25/10/2020,Arsenal,Leicester,0,0,0,1,Level,Away,
2021,26/10/2020,Brighton,West Brom,1,0,1,1,Home,Level,ended_in_draw
2021,26/10/2020,Burnley,Tottenham,0,0,0,1,Level,Away,
2021,30/10/2020,Wolves,Crystal Palace,2,0,2,0,Home,Home,leader_won
2021,31/10/2020,Sheffield United,Man City,0,1,0,1,Away,Away,leader_won
2021,31/10/2020,Burnley,Chelsea,0,1,0,3,Away,Away,leader_won
2021,31/10/2020,Liverpool,West Ham,1,1,2,1,Level,Home,
2021,01/11/2020,Aston Villa,Southampton,0,3,3,4,Away,Away,leader_won
2021,01/11/2020,Newcastle,Everton,0,0,2,1,Level,Home,
2021,01/11/2020,Man United,Arsenal,0,0,0,1,Level,Away,
2021,01/11/2020,Tottenham,Brighton,1,0,2,1,Home,Home,leader_won
2021,02/11/2020,Fulham,West Brom,2,0,2,0,Home,Home,leader_won
2021,02/11/2020,Leeds,Leicester,0,2,1,4,Away,Away,leader_won
2021,06/11/2020,Brighton,Burnley,0,0,0,0,Level,Level,
2021,06/11/2020,Southampton,Newcastle,1,0,2,0,Home,Home,leader_won
2021,07/11/2020,Everton,Man United,1,2,1,3,Away,Away,leader_won
2021,07/11/2020,Crystal Palace,Leeds,3,1,4,1,Home,Home,leader_won
2021,07/11/2020,Chelsea,Sheffield United,2,1,4,1,Home,Home,leader_won
2021,07/11/2020,West Ham,Fulham,0,0,1,0,Level,Home,
2021,08/11/2020,West Brom,Tottenham,0,0,0,1,Level,Away,
2021,08/11/2020,Leicester,Wolves,1,0,1,0,Home,Home,leader_won
2021,08/11/2020,Man City,Liverpool,1,1,1,1,Level,Level,
2021,08/11/2020,Arsenal,Aston Villa,0,1,0,3,Away,Away,leader_won
2021,21/11/2020,Newcastle,Chelsea,0,1,0,2,Away,Away,leader_won
2021,21/11/2020,Aston Villa,Brighton,0,1,1,2,Away,Away,leader_won
2021,21/11/2020,Tottenham,Man City,1,0,2,0,Home,Home,leader_won
2021,21/11/2020,Man United,West Brom,0,0,1,0,Level,Home,
2021,22/11/2020,Fulham,Everton,1,3,2,3,Away,Away,leader_won
2021,22/11/2020,Sheffield United,West Ham,0,0,0,1,Level,Away,
2021,22/11/2020,Leeds,Arsenal,0,0,0,0,Level,Level,
2021,22/11/2020,Liverpool,Leicester,2,0,3,0,Home,Home,leader_won
2021,23/11/2020,Burnley,Crystal Palace,1,0,1,0,Home,Home,leader_won
2021,23/11/2020,Wolves,Southampton,0,0,1,1,Level,Level,
2021,27/11/2020,Crystal Palace,Newcastle,0,0,0,2,Level,Away,
2021,28/11/2020,Brighton,Liverpool,0,0,1,1,Level,Level,
2021,28/11/2020,Man City,Burnley,3,0,5,0,Home,Home,leader_won
2021,28/11/2020,Everton,Leeds,0,0,0,1,Level,Away,
2021,28/11/2020,West Brom,Sheffield United,1,0,1,0,Home,Home,leader_won
2021,29/11/2020,Southampton,Man United,2,0,2,3,Home,Away,trailing_team_won
2021,29/11/2020,Chelsea,Tottenham,0,0,0,0,Level,Level,
2021,29/11/2020,Arsenal,Wolves,1,2,1,2,Away,Away,leader_won
2021,30/11/2020,Leicester,Fulham,0,2,1,2,Away,Away,leader_won
2021,30/11/2020,West Ham,Aston Villa,1,1,2,1,Level,Home,
2021,05/12/2020,Burnley,Everton,1,1,1,1,Level,Level,
2021,05/12/2020,Man City,Fulham,2,0,2,0,Home,Home,leader_won
2021,05/12/2020,West Ham,Man United,1,0,1,3,Home,Away,trailing_team_won
2021,05/12/2020,Chelsea,Leeds,1,1,3,1,Level,Home,
2021,06/12/2020,West Brom,Crystal Palace,1,1,1,5,Level,Away,
2021,06/12/2020,Sheffield United,Leicester,1,1,1,2,Level,Away,
2021,06/12/2020,Tottenham,Arsenal,2,0,2,0,Home,Home,leader_won
2021,06/12/2020,Liverpool,Wolves,1,0,4,0,Home,Home,leader_won
2021,07/12/2020,Brighton,Southampton,1,1,1,2,Level,Away,
2021,11/12/2020,Leeds,West Ham,1,1,1,2,Level,Away,
2021,12/12/2020,Wolves,Aston Villa,0,0,0,1,Level,Away,
2021,12/12/2020,Newcastle,West Brom,1,0,2,1,Home,Home,leader_won
2021,12/12/2020,Man United,Man City,0,0,0,0,Level,Level,
2021,12/12/2020,Everton,Chelsea,1,0,1,0,Home,Home,leader_won
2021,13/12/2020,Southampton,Sheffield United,1,0,3,0,Home,Home,leader_won
2021,13/12/2020,Crystal Palace,Tottenham,0,1,1,1,Away,Level,ended_in_draw
2021,13/12/2020,Fulham,Liverpool,1,0,1,1,Home,Level,ended_in_draw
2021,13/12/2020,Arsenal,Burnley,0,0,0,1,Level,Away,
2021,13/12/2020,Leicester,Brighton,3,0,3,0,Home,Home,leader_won
2021,15/12/2020,Wolves,Chelsea,0,0,2,1,Level,Home,
2021,15/12/2020,Man City,West Brom,1,1,1,1,Level,Level,
2021,16/12/2020,Arsenal,Southampton,0,1,1,1,Away,Level,ended_in_draw
2021,16/12/2020,Leeds,Newcastle,1,1,5,2,Level,Home,
2021,16/12/2020,Leicester,Everton,0,1,0,2,Away,Away,leader_won
2021,16/12/2020,Fulham,Brighton,0,0,0,0,Level,Level,
2021,16/12/2020,Liverpool,Tottenham,1,1,2,1,Level,Home,
2021,16/12/2020,West Ham,Crystal Palace,0,1,1,1,Away,Level,ended_in_draw
2021,17/12/2020,Aston Villa,Burnley,0,0,0,0,Level,Level,
2021,17/12/2020,Sheffield United,Man United,1,2,2,3,Away,Away,leader_won
2021,19/12/2020,Crystal Palace,Liverpool,0,3,0,7,Away,Away,leader_won
2021,19/12/2020,Southampton,Man City,0,1,0,1,Away,Away,leader_won
2021,19/12/2020,Everton,Arsenal,2,1,2,1,Home,Home,leader_won
2021,19/12/2020,Newcastle,Fulham,0,1,1,1,Away,Level,ended_in_draw
2021,20/12/2020,Brighton,Sheffield United,0,0,1,1,Level,Level,
2021,20/12/2020,Tottenham,Leicester,0,1,0,2,Away,Away,leader_won
2021,20/12/2020,Man United,Leeds,4,1,6,2,Home,Home,leader_won
2021,20/12/2020,West Brom,Aston Villa,0,1,0,3,Away,Away,leader_won
2021,21/12/2020,Burnley,Wolves,1,0,2,1,Home,Home,leader_won
2021,21/12/2020,Chelsea,West Ham,1,0,3,0,Home,Home,leader_won
2021,26/12/2020,Leicester,Man United,1,1,2,2,Level,Level,
2021,26/12/2020,Aston Villa,Crystal Palace,1,0,3,0,Home,Home,leader_won
2021,26/12/2020,Fulham,Southampton,0,0,0,0,Level,Level,
2021,26/12/2020,Arsenal,Chelsea,2,0,3,1,Home,Home,leader_won
2021,26/12/2020,Man City,Newcastle,1,0,2,0,Home,Home,leader_won
2021,26/12/2020,Sheffield United,Everton,0,0,0,1,Level,Away,
2021,27/12/2020,Leeds,Burnley,1,0,1,0,Home,Home,leader_won
2021,27/12/2020,West Ham,Brighton,0,1,2,2,Away,Level,ended_in_draw
2021,27/12/2020,Liverpool,West Brom,1,0,1,1,Home,Level,ended_in_draw
2021,27/12/2020,Wolves,Tottenham,0,1,1,1,Away,Level,ended_in_draw
2021,28/12/2020,Crystal Palace,Leicester,0,0,1,1,Level,Level,
2021,28/12/2020,Chelsea,Aston Villa,1,0,1,1,Home,Level,ended_in_draw
2021,29/12/2020,Brighton,Arsenal,0,0,0,1,Level,Away,
2021,29/12/2020,Burnley,Sheffield United,1,0,1,0,Home,Home,leader_won
2021,29/12/2020,Southampton,West Ham,0,0,0,0,Level,Level,
2021,29/12/2020,West Brom,Leeds,0,4,0,5,Away,Away,leader_won
2021,29/12/2020,Man United,Wolves,0,0,1,0,Level,Home,
2021,30/12/2020,Newcastle,Liverpool,0,0,0,0,Level,Level,
2021,01/01/2021,Everton,West Ham,0,0,0,1,Level,Away,
2021,01/01/2021,Man United,Aston Villa,1,0,2,1,Home,Home,leader_won
2021,02/01/2021,Tottenham,Leeds,2,0,3,0,Home,Home,leader_won
2021,02/01/2021,Crystal Palace,Sheffield United,2,0,2,0,Home,Home,leader_won
2021,02/01/2021,Brighton,Wolves,1,3,3,3,Away,Level,ended_in_draw
2021,02/01/2021,West Brom,Arsenal,0,2,0,4,Away,Away,leader_won
2021,03/01/2021,Newcastle,Leicester,0,0,1,2,Level,Away,
2021,03/01/2021,Chelsea,Man City,0,3,1,3,Away,Away,leader_won
2021,04/01/2021,Southampton,Liverpool,1,0,1,0,Home,Home,leader_won
2021,12/01/2021,Sheffield United,Newcastle,0,0,1,0,Level,Home,
2021,12/01/2021,Burnley,Man United,0,0,0,1,Level,Away,
2021,12/01/2021,Wolves,Everton,1,1,1,2,Level,Away,
2021,13/01/2021,Man City,Brighton,1,0,1,0,Home,Home,leader_won
2021,13/01/2021,Tottenham,Fulham,1,0,1,1,Home,Level,ended_in_draw
2021,14/01/2021,Arsenal,Crystal Palace,0,0,0,0,Level,Level,
2021,16/01/2021,Wolves,West Brom,2,1,2,3,Home,Away,trailing_team_won
2021,16/01/2021,Leeds,Brighton,0,1,0,1,Away,Away,leader_won
2021,16/01/2021,West Ham,Burnley,1,0,1,0,Home,Home,leader_won
2021,16/01/2021,Fulham,Chelsea,0,0,0,1,Level,Away,
2021,16/01/2021,Leicester,Southampton,1,0,2,0,Home,Home,leader_won
2021,17/01/2021,Sheffield United,Tottenham,0,2,1,3,Away,Away,leader_won
2021,17/01/2021,Liverpool,Man United,0,0,0,0,Level,Level,
2021,17/01/2021,Man City,Crystal Palace,1,0,4,0,Home,Home,leader_won
2021,18/01/2021,Arsenal,Newcastle,0,0,3,0,Level,Home,
2021,19/01/2021,West Ham,West Brom,1,0,2,1,Home,Home,leader_won
2021,19/01/2021,Leicester,Chelsea,2,0,2,0,Home,Home,leader_won
2021,20/01/2021,Man City,Aston Villa,0,0,2,0,Level,Home,
2021,20/01/2021,Fulham,Man United,1,1,1,2,Level,Away,
2021,21/01/2021,Liverpool,Burnley,0,0,0,1,Level,Away,
2021,23/01/2021,Aston Villa,Newcastle,2,0,2,0,Home,Home,leader_won
2021,26/01/2021,Crystal Palace,West Ham,1,2,2,3,Away,Away,leader_won
2021,26/01/2021,Newcastle,Leeds,0,1,1,2,Away,Away,leader_won
2021,26/01/2021,Southampton,Arsenal,1,2,1,3,Away,Away,leader_won
2021,26/01/2021,West Brom,Man City,0,4,0,5,Away,Away,leader_won
2021,27/01/2021,Burnley,Aston Villa,0,1,3,2,Away,Home,trailing_team_won
2021,27/01/2021,Chelsea,Wolves,0,0,0,0,Level,Level,
2021,27/01/2021,Brighton,Fulham,0,0,0,0,Level,Level,
2021,27/01/2021,Everton,Leicester,1,0,1,1,Home,Level,ended_in_draw
2021,27/01/2021,Man United,Sheffield United,0,1,1,2,Away,Away,leader_won
2021,28/01/2021,Tottenham,Liverpool,0,1,1,3,Away,Away,leader_won
2021,30/01/2021,Everton,Newcastle,0,0,0,2,Level,Away,
2021,30/01/2021,Crystal Palace,Wolves,0,0,1,0,Level,Home,
2021,30/01/2021,Man City,Sheffield United,1,0,1,0,Home,Home,leader_won
2021,30/01/2021,West Brom,Fulham,0,1,2,2,Away,Level,ended_in_draw
2021,30/01/2021,Arsenal,Man United,0,0,0,0,Level,Level,
2021,30/01/2021,Southampton,Aston Villa,0,1,0,1,Away,Away,leader_won
2021,31/01/2021,Chelsea,Burnley,1,0,2,0,Home,Home,leader_won
2021,31/01/2021,Leicester,Leeds,1,1,1,3,Level,Away,
2021,31/01/2021,West Ham,Liverpool,0,0,1,3,Level,Away,
2021,31/01/2021,Brighton,Tottenham,1,0,1,0,Home,Home,leader_won
2021,02/02/2021,Sheffield United,West Brom,0,1,2,1,Away,Home,trailing_team_won
2021,02/02/2021,Wolves,Arsenal,1,1,2,1,Level,Home,
2021,02/02/2021,Man United,Southampton,4,0,9,0,Home,Home,leader_won
2021,02/02/2021,Newcastle,Crystal Palace,1,2,1,2,Away,Away,leader_won
2021,03/02/2021,Burnley,Man City,0,2,0,2,Away,Away,leader_won
2021,03/02/2021,Fulham,Leicester,0,2,0,2,Away,Away,leader_won
2021,03/02/2021,Leeds,Everton,0,2,1,2,Away,Away,leader_won
2021,03/02/2021,Aston Villa,West Ham,0,0,1,3,Level,Away,
2021,03/02/2021,Liverpool,Brighton,0,0,0,1,Level,Away,
2021,04/02/2021,Tottenham,Chelsea,0,1,0,1,Away,Away,leader_won
2021,06/02/2021,Aston Villa,Arsenal,1,0,1,0,Home,Home,leader_won
2021,06/02/2021,Burnley,Brighton,0,1,1,1,Away,Level,ended_in_draw
2021,06/02/2021,Newcastle,Southampton,3,1,3,2,Home,Home,leader_won
2021,06/02/2021,Fulham,West Ham,0,0,0,0,Level,Level,
2021,06/02/2021,Man United,Everton,2,0,3,3,Home,Level,ended_in_draw
2021,07/02/2021,Tottenham,West Brom,0,0,2,0,Level,Home,
2021,07/02/2021,Wolves,Leicester,0,0,0,0,Level,Level,
2021,07/02/2021,Liverpool,Man City,0,0,1,4,Level,Away,
2021,07/02/2021,Sheffield United,Chelsea,0,1,1,2,Away,Away,leader_won
2021,08/02/2021,Leeds,Crystal Palace,1,0,2,0,Home,Home,leader_won
2021,13/02/2021,Leicester,Liverpool,0,0,3,1,Level,Home,
2021,13/02/2021,Crystal Palace,Burnley,0,2,0,3,Away,Away,leader_won
2021,13/02/2021,Man City,Tottenham,1,0,3,0,Home,Home,leader_won
