season,Date,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,ht_leader,ft_result,outcome_vs_ht_leader
1516,08/08/2015,Bournemouth,Aston Villa,0,0,0,1,Level,Away,
1516,08/08/2015,Chelsea,Swansea,2,1,2,2,Home,Level,ended_in_draw
1516,08/08/2015,Everton,Watford,0,1,2,2,Away,Level,ended_in_draw
1516,08/08/2015,Leicester,Sunderland,3,0,4,2,Home,Home,leader_won
1516,08/08/2015,Man United,Tottenham,1,0,1,0,Home,Home,leader_won
1516,08/08/2015,Norwich,Crystal Palace,0,1,1,3,Away,Away,leader_won
1516,09/08/2015,Arsenal,West Ham,0,1,0,2,Away,Away,leader_won
1516,09/08/2015,Newcastle,Southampton,1,1,2,2,Level,Level,
1516,09/08/2015,Stoke,Liverpool,0,0,0,1,Level,Away,
1516,10/08/2015,West Brom,Man City,0,2,0,3,Away,Away,leader_won
1516,14/08/2015,Aston Villa,Man United,0,1,0,1,Away,Away,leader_won
1516,15/08/2015,Southampton,Everton,0,2,0,3,Away,Away,leader_won
1516,15/08/2015,Sunderland,Norwich,0,2,1,3,Away,Away,leader_won
1516,15/08/2015,Swansea,Newcastle,1,0,2,0,Home,Home,leader_won
1516,15/08/2015,Tottenham,Stoke,2,0,2,2,Home,Level,ended_in_draw
1516,15/08/2015,Watford,West Brom,0,0,0,0,Level,Level,
1516,15/08/2015,West Ham,Leicester,0,2,1,2,Away,Away,leader_won
1516,16/08/2015,Crystal Palace,Arsenal,1,1,1,2,Level,Away,
1516,16/08/2015,Man City,Chelsea,1,0,3,0,Home,Home,leader_won
1516,17/08/2015,Liverpool,Bournemouth,1,0,1,0,Home,Home,leader_won
1516,22/08/2015,Crystal Palace,Aston Villa,0,0,2,1,Level,Home,
1516,22/08/2015,Leicester,Tottenham,0,0,1,1,Level,Level,
1516,22/08/2015,Man United,Newcastle,0,0,0,0,Level,Level,
1516,22/08/2015,Norwich,Stoke,1,1,1,1,Level,Level,
1516,22/08/2015,Sunderland,Swansea,0,1,1,1,Away,Level,ended_in_draw
1516,22/08/2015,West Ham,Bournemouth,0,2,3,4,Away,Away,leader_won
1516,23/08/2015,Everton,Man City,0,0,0,2,Level,Away,
1516,23/08/2015,Watford,Southampton,0,0,0,0,Level,Level,
1516,23/08/2015,West Brom,Chelsea,1,3,2,3,Away,Away,leader_won
1516,24/08/2015,Arsenal,Liverpool,0,0,0,0,Level,Level,
1516,29/08/2015,Aston Villa,Sunderland,2,1,2,2,Home,Level,ended_in_draw
1516,29/08/2015,Bournemouth,Leicester,1,0,1,1,Home,Level,ended_in_draw
1516,29/08/2015,Chelsea,Crystal Palace,0,0,1,2,Level,Away,
1516,29/08/2015,Liverpool,West Ham,0,2,0,3,Away,Away,leader_won
1516,29/08/2015,Man City,Watford,0,0,2,0,Level,Home,
1516,29/08/2015,Newcastle,Arsenal,0,0,0,1,Level,Away,
1516,29/08/2015,Stoke,West Brom,0,1,0,1,Away,Away,leader_won
1516,29/08/2015,Tottenham,Everton,0,0,0,0,Level,Level,
1516,30/08/2015,Southampton,Norwich,1,0,3,0,Home,Home,leader_won
1516,30/08/2015,Swansea,Man United,0,0,2,1,Level,Home,
1516,12/09/2015,Arsenal,Stoke,1,0,2,0,Home,Home,leader_won
1516,12/09/2015,Crystal Palace,Man City,0,0,0,1,Level,Away,
1516,12/09/2015,Everton,Chelsea,2,1,3,1,Home,Home,leader_won
1516,12/09/2015,Man United,Liverpool,0,0,3,1,Level,Home,
1516,12/09/2015,Norwich,Bournemouth,1,0,3,1,Home,Home,leader_won
1516,12/09/2015,Watford,Swansea,0,0,1,0,Level,Home,
1516,12/09/2015,West Brom,Southampton,0,0,0,0,Level,Level,
1516,13/09/2015,Leicester,Aston Villa,0,1,3,2,Away,Home,trailing_team_won
1516,13/09/2015,Sunderland,Tottenham,0,0,0,1,Level,Away,
1516,14/09/2015,West Ham,Newcastle,1,0,2,0,Home,Home,leader_won
1516,19/09/2015,Aston Villa,West Brom,0,1,0,1,Away,Away,leader_won
1516,19/09/2015,Bournemouth,Sunderland,2,0,2,0,Home,Home,leader_won
1516,19/09/2015,Chelsea,Arsenal,0,0,2,0,Level,Home,
1516,19/09/2015,Man City,West Ham,1,2,1,2,Away,Away,leader_won
1516,19/09/2015,Newcastle,Watford,0,2,1,2,Away,Away,leader_won
1516,19/09/2015,Stoke,Leicester,2,0,2,2,Home,Level,ended_in_draw
1516,19/09/2015,Swansea,Everton,0,0,0,0,Level,Level,
1516,20/09/2015,Liverpool,Norwich,0,0,1,1,Level,Level,
1516,20/09/2015,Southampton,Man United,1,1,2,3,Level,Away,
1516,20/09/2015,Tottenham,Crystal Palace,0,0,1,0,Level,Home,
1516,26/09/2015,Leicester,Arsenal,1,2,2,5,Away,Away,leader_won
1516,26/09/2015,Liverpool,Aston Villa,1,0,3,2,Home,Home,leader_won
1516,26/09/2015,Man United,Sunderland,1,0,3,0,Home,Home,leader_won
1516,26/09/2015,Newcastle,Chelsea,1,0,2,2,Home,Level,ended_in_draw
1516,26/09/2015,Southampton,Swansea,1,0,3,1,Home,Home,leader_won
1516,26/09/2015,Stoke,Bournemouth,1,0,2,1,Home,Home,leader_won
1516,26/09/2015,Tottenham,Man City,1,1,4,1,Level,Home,
1516,26/09/2015,West Ham,Norwich,1,1,2,2,Level,Level,
1516,27/09/2015,Watford,Crystal Palace,0,0,0,1,Level,Away,
1516,28/09/2015,West Brom,Everton,1,0,2,3,Home,Away,trailing_team_won
1516,03/10/2015,Aston Villa,Stoke,0,0,0,1,Level,Away,
1516,03/10/2015,Bournemouth,Watford,1,1,1,1,Level,Level,
1516,03/10/2015,Chelsea,Southampton,1,1,1,3,Level,Away,
1516,03/10/2015,Crystal Palace,West Brom,0,0,2,0,Level,Home,
1516,03/10/2015,Man City,Newcastle,1,1,6,1,Level,Home,
1516,03/10/2015,Norwich,Leicester,0,1,1,2,Away,Away,leader_won
1516,03/10/2015,Sunderland,West Ham,2,1,2,2,Home,Level,ended_in_draw
1516,04/10/2015,Arsenal,Man United,3,0,3,0,Home,Home,leader_won
1516,04/10/2015,Everton,Liverpool,1,1,1,1,Level,Level,
1516,04/10/2015,Swansea,Tottenham,2,1,2,2,Home,Level,ended_in_draw
1516,17/10/2015,Chelsea,Aston Villa,1,0,2,0,Home,Home,leader_won
1516,17/10/2015,Crystal Palace,West Ham,1,1,1,3,Level,Away,
1516,17/10/2015,Everton,Man United,0,2,0,3,Away,Away,leader_won
1516,17/10/2015,Man City,Bournemouth,4,1,5,1,Home,Home,leader_won
1516,17/10/2015,Southampton,Leicester,2,0,2,2,Home,Level,ended_in_draw
1516,17/10/2015,Tottenham,Liverpool,0,0,0,0,Level,Level,
1516,17/10/2015,Watford,Arsenal,0,0,0,3,Level,Away,
1516,17/10/2015,West Brom,Sunderland,0,0,1,0,Level,Home,
1516,18/10/2015,Newcastle,Norwich,3,2,6,2,Home,Home,leader_won
1516,19/10/2015,Swansea,Stoke,0,1,0,1,Away,Away,leader_won
1516,24/10/2015,Arsenal,Everton,2,1,2,1,Home,Home,leader_won
1516,24/10/2015,Aston Villa,Swansea,0,0,1,2,Level,Away,
1516,24/10/2015,Leicester,Crystal Palace,0,0,1,0,Level,Home,
1516,24/10/2015,Norwich,West Brom,0,0,0,1,Level,Away,
1516,24/10/2015,Stoke,Watford,0,1,0,2,Away,Away,leader_won
1516,24/10/2015,West Ham,Chelsea,1,0,2,1,Home,Home,leader_won
1516,25/10/2015,Bournemouth,Tottenham,1,3,1,5,Away,Away,leader_won
1516,25/10/2015,Liverpool,Southampton,0,0,1,1,Level,Level,
1516,25/10/2015,Man United,Man City,0,0,0,0,Level,Level,
1516,25/10/2015,Sunderland,Newcastle,1,0,3,0,Home,Home,leader_won
1516,31/10/2015,Chelsea,Liverpool,1,1,1,3,Level,Away,
1516,31/10/2015,Crystal Palace,Man United,0,0,0,0,Level,Level,
1516,31/10/2015,Man City,Norwich,0,0,2,1,Level,Home,
1516,31/10/2015,Newcastle,Stoke,0,0,0,0,Level,Level,
1516,31/10/2015,Swansea,Arsenal,0,0,0,3,Level,Away,
1516,31/10/2015,Watford,West Ham,1,0,2,0,Home,Home,leader_won
1516,31/10/2015,West Brom,Leicester,1,0,2,3,Home,Away,trailing_team_won
1516,01/11/2015,Everton,Sunderland,2,1,6,2,Home,Home,leader_won
1516,01/11/2015,Southampton,Bournemouth,2,0,2,0,Home,Home,leader_won
1516,02/11/2015,Tottenham,Aston Villa,2,0,3,1,Home,Home,leader_won
1516,07/11/2015,Bournemouth,Newcastle,0,1,0,1,Away,Away,leader_won
1516,07/11/2015,Leicester,Watford,0,0,2,1,Level,Home,
1516,07/11/2015,Man United,West Brom,0,0,2,0,Level,Home,
1516,07/11/2015,Norwich,Swansea,0,0,1,0,Level,Home,
1516,07/11/2015,Stoke,Chelsea,0,0,1,0,Level,Home,
1516,07/11/2015,Sunderland,Southampton,0,0,0,1,Level,Away,
1516,07/11/2015,West Ham,Everton,1,1,1,1,Level,Level,
1516,08/11/2015,Arsenal,Tottenham,0,1,1,1,Away,Level,ended_in_draw
1516,08/11/2015,Aston Villa,Man City,0,0,0,0,Level,Level,
1516,08/11/2015,Liverpool,Crystal Palace,1,1,1,2,Level,Away,
1516,21/11/2015,Chelsea,Norwich,0,0,1,0,Level,Home,
1516,21/11/2015,Everton,Aston Villa,3,0,4,0,Home,Home,leader_won
1516,21/11/2015,Man City,Liverpool,1,3,1,4,Away,Away,leader_won
1516,21/11/2015,Newcastle,Leicester,0,1,0,3,Away,Away,leader_won
1516,21/11/2015,Southampton,Stoke,0,1,0,1,Away,Away,leader_won
1516,21/11/2015,Swansea,Bournemouth,2,2,2,2,Level,Level,
1516,21/11/2015,Watford,Man United,0,1,1,2,Away,Away,leader_won
1516,21/11/2015,West Brom,Arsenal,2,1,2,1,Home,Home,leader_won
1516,22/11/2015,Tottenham,West Ham,2,0,4,1,Home,Home,leader_won
1516,23/11/2015,Crystal Palace,Sunderland,0,0,0,1,Level,Away,
1516,28/11/2015,Aston Villa,Watford,1,1,2,3,Level,Away,
1516,28/11/2015,Bournemouth,Everton,0,2,3,3,Away,Level,ended_in_draw
1516,28/11/2015,Crystal Palace,Newcastle,3,1,5,1,Home,Home,leader_won
1516,28/11/2015,Leicester,Man United,1,1,1,1,Level,Level,
1516,28/11/2015,Man City,Southampton,2,0,3,1,Home,Home,leader_won
1516,28/11/2015,Sunderland,Stoke,0,0,2,0,Level,Home,
1516,29/11/2015,Liverpool,Swansea,0,0,1,0,Level,Home,
1516,29/11/2015,Norwich,Arsenal,1,1,1,1,Level,Level,
1516,29/11/2015,Tottenham,Chelsea,0,0,0,0,Level,Level,
1516,29/11/2015,West Ham,West Brom,1,0,1,1,Home,Level,ended_in_draw
1516,05/12/2015,Arsenal,Sunderland,1,1,3,1,Level,Home,
1516,05/12/2015,Chelsea,Bournemouth,0,0,0,1,Level,Away,
1516,05/12/2015,Man United,West Ham,0,0,0,0,Level,Level,
1516,05/12/2015,Southampton,Aston Villa,0,1,1,1,Away,Level,ended_in_draw
1516,05/12/2015,Stoke,Man City,2,0,2,0,Home,Home,leader_won
1516,05/12/2015,Swansea,Leicester,0,2,0,3,Away,Away,leader_won
1516,05/12/2015,Watford,Norwich,1,0,2,0,Home,Home,leader_won
1516,05/12/2015,West Brom,Tottenham,1,1,1,1,Level,Level,
1516,06/12/2015,Newcastle,Liverpool,0,0,2,0,Level,Home,
1516,07/12/2015,Everton,Crystal Palace,0,0,1,1,Level,Level,
1516,12/12/2015,Bournemouth,Man United,1,1,2,1,Level,Home,
1516,12/12/2015,Crystal Palace,Southampton,1,0,1,0,Home,Home,leader_won
1516,12/12/2015,Man City,Swansea,1,0,2,1,Home,Home,leader_won
1516,12/12/2015,Norwich,Everton,0,1,1,1,Away,Level,ended_in_draw
1516,12/12/2015,Sunderland,Watford,0,1,0,1,Away,Away,leader_won
1516,12/12/2015,West Ham,Stoke,0,0,0,0,Level,Level,
1516,13/12/2015,Aston Villa,Arsenal,0,2,0,2,Away,Away,leader_won
1516,13/12/2015,Liverpool,West Brom,1,1,2,2,Level,Level,
1516,13/12/2015,Tottenham,Newcastle,1,0,1,2,Home,Away,trailing_team_won
1516,14/12/2015,Leicester,Chelsea,1,0,2,1,Home,Home,leader_won
1516,19/12/2015,Chelsea,Sunderland,2,0,3,1,Home,Home,leader_won
1516,19/12/2015,Everton,Leicester,1,1,2,3,Level,Away,
1516,19/12/2015,Man United,Norwich,0,1,1,2,Away,Away,leader_won
1516,19/12/2015,Newcastle,Aston Villa,1,0,1,1,Home,Level,ended_in_draw
1516,19/12/2015,Southampton,Tottenham,0,2,0,2,Away,Away,leader_won
1516,19/12/2015,Stoke,Crystal Palace,0,1,1,2,Away,Away,leader_won
1516,19/12/2015,West Brom,Bournemouth,0,0,1,2,Level,Away,
1516,20/12/2015,Swansea,West Ham,0,0,0,0,Level,Level,
1516,20/12/2015,Watford,Liverpool,2,0,3,0,Home,Home,leader_won
1516,21/12/2015,Arsenal,Man City,2,0,2,1,Home,Home,leader_won
1516,26/12/2015,Aston Villa,West Ham,0,1,1,1,Away,Level,ended_in_draw
1516,26/12/2015,Bournemouth,Crystal Palace,0,0,0,0,Level,Level,
1516,26/12/2015,Chelsea,Watford,1,1,2,2,Level,Level,
1516,26/12/2015,Liverpool,Leicester,0,0,1,0,Level,Home,
1516,26/12/2015,Man City,Sunderland,3,0,4,1,Home,Home,leader_won
1516,26/12/2015,Newcastle,Everton,0,0,0,1,Level,Away,
1516,26/12/2015,Southampton,Arsenal,1,0,4,0,Home,Home,leader_won
1516,26/12/2015,Stoke,Man United,2,0,2,0,Home,Home,leader_won
1516,26/12/2015,Swansea,West Brom,1,0,1,0,Home,Home,leader_won
1516,26/12/2015,Tottenham,Norwich,2,0,3,0,Home,Home,leader_won
1516,28/12/2015,Arsenal,Bournemouth,1,0,2,0,Home,Home,leader_won
1516,28/12/2015,Crystal Palace,Swansea,0,0,0,0,Level,Level,
1516,28/12/2015,Everton,Stoke,1,2,3,4,Away,Away,leader_won
1516,28/12/2015,Man United,Chelsea,0,0,0,0,Level,Level,
1516,28/12/2015,Norwich,Aston Villa,1,0,2,0,Home,Home,leader_won
1516,28/12/2015,Watford,Tottenham,1,1,1,2,Level,Away,
1516,28/12/2015,West Brom,Newcastle,0,0,1,0,Level,Home,
1516,28/12/2015,West Ham,Southampton,0,1,2,1,Away,Home,trailing_team_won
1516,29/12/2015,Leicester,Man City,0,0,0,0,Level,Level,
1516,30/12/2015,Sunderland,Liverpool,0,0,0,1,Level,Away,
1516,02/01/2016,Arsenal,Newcastle,0,0,1,0,Level,Home,
1516,02/01/2016,Leicester,Bournemouth,0,0,0,0,Level,Level,
1516,02/01/2016,Man United,Swansea,0,0,2,1,Level,Home,
1516,02/01/2016,Norwich,Southampton,0,0,1,0,Level,Home,
1516,02/01/2016,Sunderland,Aston Villa,1,0,3,1,Home,Home,leader_won
1516,02/01/2016,Watford,Man City,0,0,1,2,Level,Away,
1516,02/01/2016,West Brom,Stoke,0,0,2,1,Level,Home,
1516,02/01/2016,West Ham,Liverpool,1,0,2,0,Home,Home,leader_won
1516,03/01/2016,Crystal Palace,Chelsea,0,1,0,3,Away,Away,leader_won
1516,03/01/2016,Everton,Tottenham,1,1,1,1,Level,Level,
1516,12/01/2016,Aston Villa,Crystal Palace,0,0,1,0,Level,Home,
1516,12/01/2016,Bournemouth,West Ham,1,0,1,3,Home,Away,trailing_team_won
1516,12/01/2016,Newcastle,Man United,1,2,3,3,Away,Level,ended_in_draw
1516,13/01/2016,Chelsea,West Brom,1,1,2,2,Level,Level,
1516,13/01/2016,Liverpool,Arsenal,2,2,3,3,Level,Level,
1516,13/01/2016,Man City,Everton,0,0,0,0,Level,Level,
1516,13/01/2016,Southampton,Watford,1,0,2,0,Home,Home,leader_won
1516,13/01/2016,Stoke,Norwich,0,0,3,1,Level,Home,
1516,13/01/2016,Swansea,Sunderland,2,1,2,4,Home,Away,trailing_team_won
1516,13/01/2016,Tottenham,Leicester,0,0,0,1,Level,Away,
1516,16/01/2016,Aston Villa,Leicester,0,1,1,1,Away,Level,ended_in_draw
1516,16/01/2016,Bournemouth,Norwich,1,0,3,0,Home,Home,leader_won
1516,16/01/2016,Chelsea,Everton,0,0,3,3,Level,Level,
1516,16/01/2016,Man City,Crystal Palace,2,0,4,0,Home,Home,leader_won
1516,16/01/2016,Newcastle,West Ham,2,0,2,1,Home,Home,leader_won
1516,16/01/2016,Southampton,West Brom,2,0,3,0,Home,Home,leader_won
1516,16/01/2016,Tottenham,Sunderland,1,1,4,1,Level,Home,
1516,17/01/2016,Liverpool,Man United,0,0,0,1,Level,Away,
1516,17/01/2016,Stoke,Arsenal,0,0,0,0,Level,Level,
1516,18/01/2016,Swansea,Watford,1,0,1,0,Home,Home,leader_won
1516,23/01/2016,Crystal Palace,Tottenham,1,0,1,3,Home,Away,trailing_team_won
1516,23/01/2016,Leicester,Stoke,1,0,3,0,Home,Home,leader_won
1516,23/01/2016,Man United,Southampton,0,0,0,1,Level,Away,
1516,23/01/2016,Norwich,Liverpool,2,1,4,5,Home,Away,trailing_team_won
1516,23/01/2016,Sunderland,Bournemouth,1,1,1,1,Level,Level,
1516,23/01/2016,Watford,Newcastle,0,0,2,1,Level,Home,
1516,23/01/2016,West Brom,Aston Villa,0,0,0,0,Level,Level,
1516,23/01/2016,West Ham,Man City,1,1,2,2,Level,Level,
1516,24/01/2016,Arsenal,Chelsea,0,1,0,1,Away,Away,leader_won
1516,24/01/2016,Everton,Swansea,1,2,1,2,Away,Away,leader_won
1516,02/02/2016,Arsenal,Southampton,0,0,0,0,Level,Level,
1516,02/02/2016,Crystal Palace,Bournemouth,1,1,1,2,Level,Away,
1516,02/02/2016,Leicester,Liverpool,0,0,2,0,Level,Home,
1516,02/02/2016,Man United,Stoke,2,0,3,0,Home,Home,leader_won
1516,02/02/2016,Norwich,Tottenham,0,2,0,3,Away,Away,leader_won
1516,02/02/2016,Sunderland,Man City,0,1,0,1,Away,Away,leader_won
1516,02/02/2016,West Brom,Swansea,0,0,1,1,Level,Level,
1516,02/02/2016,West Ham,Aston Villa,0,0,2,0,Level,Home,
1516,03/02/2016,Everton,Newcastle,1,0,3,0,Home,Home,leader_won
1516,03/02/2016,Watford,Chelsea,0,0,0,0,Level,Level,
1516,06/02/2016,Aston Villa,Norwich,1,0,2,0,Home,Home,leader_won
1516,06/02/2016,Liverpool,Sunderland,0,0,2,2,Level,Level,
1516,06/02/2016,Man City,Leicester,0,1,1,3,Away,Away,leader_won
1516,06/02/2016,Newcastle,West Brom,1,0,1,0,Home,Home,leader_won
1516,06/02/2016,Southampton,West Ham,1,0,1,0,Home,Home,leader_won
1516,06/02/2016,Stoke,Everton,0,3,0,3,Away,Away,leader_won
1516,06/02/2016,Swansea,Crystal Palace,1,0,1,1,Home,Level,ended_in_draw
1516,06/02/2016,Tottenham,Watford,0,0,1,0,Level,Home,
1516,07/02/2016,Bournemouth,Arsenal,0,2,0,2,Away,Away,leader_won
1516,07/02/2016,Chelsea,Man United,0,0,1,1,Level,Level,
1516,13/02/2016,Bournemouth,Stoke,0,1,1,3,Away,Away,leader_won
1516,13/02/2016,Chelsea,Newcastle,3,0,5,1,Home,Home,leader_won
1516,13/02/2016,Crystal Palace,Watford,1,1,1,2,Level,Away,
1516,13/02/2016,Everton,West Brom,0,1,0,1,Away,Away,leader_won
1516,13/02/2016,Norwich,West Ham,0,0,2,2,Level,Level,
1516,13/02/2016,Sunderland,Man United,1,1,2,1,Level,Home,
1516,13/02/2016,Swansea,Southampton,0,0,0,1,Level,Away,
1516,14/02/2016,Arsenal,Leicester,0,1,2,1,Away,Home,trailing_team_won
1516,14/02/2016,Aston Villa,Liverpool,0,2,0,6,Away,Away,leader_won
1516,14/02/2016,Man City,Tottenham,0,0,1,2,Level,Away,
1516,27/02/2016,Leicester,Norwich,0,0,1,0,Level,Home,
1516,27/02/2016,Southampton,Chelsea,1,0,1,2,Home,Away,trailing_team_won
1516,27/02/2016,Stoke,Aston Villa,0,0,2,1,Level,Home,
1516,27/02/2016,Watford,Bournemouth,0,0,0,0,Level,Level,
1516,27/02/2016,West Brom,Crystal Palace,3,0,3,2,Home,Home,leader_won
1516,27/02/2016,West Ham,Sunderland,1,0,1,0,Home,Home,leader_won
1516,28/02/2016,Tottenham,Swansea,0,1,2,1,Away,Home,trailing_team_won
1516,28/02/2016,Man United,Arsenal,2,1,3,2,Home,Home,leader_won
1516,01/03/2016,Aston Villa,Everton,0,2,1,3,Away,Away,leader_won
1516,01/03/2016,Bournemouth,Southampton,1,0,2,0,Home,Home,leader_won
1516,01/03/2016,Leicester,West Brom,2,1,2,2,Home,Level,ended_in_draw
1516,01/03/2016,Norwich,Chelsea,0,2,1,2,Away,Away,leader_won
1516,01/03/2016,Sunderland,Crystal Palace,1,0,2,2,Home,Level,ended_in_draw
1516,02/03/2016,Arsenal,Swansea,1,1,1,2,Level,Away,
1516,02/03/2016,Liverpool,Man City,2,0,3,0,Home,Home,leader_won
1516,02/03/2016,Man United,Watford,0,0,1,0,Level,Home,
1516,02/03/2016,Stoke,Newcastle,0,0,1,0,Level,Home,
1516,02/03/2016,West Ham,Tottenham,1,0,1,0,Home,Home,leader_won
1516,05/03/2016,Chelsea,Stoke,1,0,1,1,Home,Level,ended_in_draw
1516,05/03/2016,Everton,West Ham,1,0,2,3,Home,Away,trailing_team_won
1516,05/03/2016,Man City,Aston Villa,0,0,4,0,Level,Home,
1516,05/03/2016,Newcastle,Bournemouth,0,1,1,3,Away,Away,leader_won
1516,05/03/2016,Southampton,Sunderland,0,0,1,1,Level,Level,
1516,05/03/2016,Swansea,Norwich,0,0,1,0,Level,Home,
1516,05/03/2016,Tottenham,Arsenal,0,1,2,2,Away,Level,ended_in_draw
1516,05/03/2016,Watford,Leicester,0,0,0,1,Level,Away,
1516,06/03/2016,Crystal Palace,Liverpool,0,0,1,2,Level,Away,
1516,06/03/2016,West Brom,Man United,0,0,1,0,Level,Home,
1516,12/03/2016,Bournemouth,Swansea,1,1,3,2,Level,Home,
1516,12/03/2016,Norwich,Man City,0,0,0,0,Level,Level,
1516,12/03/2016,Stoke,Southampton,0,2,1,2,Away,Away,leader_won
1516,13/03/2016,Aston Villa,Tottenham,0,1,0,2,Away,Away,leader_won
1516,14/03/2016,Leicester,Newcastle,1,0,1,0,Home,Home,leader_won
1516,19/03/2016,Chelsea,West Ham,1,1,2,2,Level,Level,
1516,19/03/2016,Crystal Palace,Leicester,0,1,0,1,Away,Away,leader_won
1516,19/03/2016,Everton,Arsenal,0,2,0,2,Away,Away,leader_won
1516,19/03/2016,Swansea,Aston Villa,0,0,1,0,Level,Home,
1516,19/03/2016,Watford,Stoke,0,1,1,2,Away,Away,leader_won
1516,19/03/2016,West Brom,Norwich,0,0,0,1,Level,Away,
1516,20/03/2016,Man City,Man United,0,1,0,1,Away,Away,leader_won
1516,20/03/2016,Newcastle,Sunderland,0,1,1,1,Away,Level,ended_in_draw
1516,20/03/2016,Southampton,Liverpool,0,2,3,2,Away,Home,trailing_team_won
1516,20/03/2016,Tottenham,Bournemouth,2,0,3,0,Home,Home,leader_won
1516,02/04/2016,Arsenal,Watford,2,0,4,0,Home,Home,leader_won
1516,02/04/2016,Aston Villa,Chelsea,0,2,0,4,Away,Away,leader_won
1516,02/04/2016,Bournemouth,Man City,0,3,0,4,Away,Away,leader_won
1516,02/04/2016,Liverpool,Tottenham,0,0,1,1,Level,Level,
1516,02/04/2016,Norwich,Newcastle,1,0,3,2,Home,Home,leader_won
1516,02/04/2016,Stoke,Swansea,1,0,2,2,Home,Level,ended_in_draw
1516,02/04/2016,Sunderland,West Brom,0,0,0,0,Level,Level,
1516,02/04/2016,West Ham,Crystal Palace,2,1,2,2,Home,Level,ended_in_draw
1516,03/04/2016,Leicester,Southampton,1,0,1,0,Home,Home,leader_won
1516,03/04/2016,Man United,Everton,0,0,1,0,Level,Home,
1516,09/04/2016,Aston Villa,Bournemouth,0,1,1,2,Away,Away,leader_won
1516,09/04/2016,Crystal Palace,Norwich,0,0,1,0,Level,Home,
1516,09/04/2016,Man City,West Brom,1,1,2,1,Level,Home,
1516,09/04/2016,Southampton,Newcastle,2,0,3,1,Home,Home,leader_won
1516,09/04/2016,Swansea,Chelsea,1,0,1,0,Home,Home,leader_won
1516,09/04/2016,Watford,Everton,1,1,1,1,Level,Level,
1516,09/04/2016,West Ham,Arsenal,2,2,3,3,Level,Level,
1516,10/04/2016,Liverpool,Stoke,2,1,4,1,Home,Home,leader_won
1516,10/04/2016,Sunderland,Leicester,0,0,0,2,Level,Away,
1516,10/04/2016,Tottenham,Man United,0,0,3,0,Level,Home,
1516,13/04/2016,Crystal Palace,Everton,0,0,0,0,Level,Level,
1516,16/04/2016,Chelsea,Man City,0,1,0,3,Away,Away,leader_won
1516,16/04/2016,Everton,Southampton,0,0,1,1,Level,Level,
1516,16/04/2016,Man United,Aston Villa,1,0,1,0,Home,Home,leader_won
1516,16/04/2016,Newcastle,Swansea,1,0,3,0,Home,Home,leader_won
1516,16/04/2016,Norwich,Sunderland,0,1,0,3,Away,Away,leader_won
1516,16/04/2016,West Brom,Watford,0,1,0,1,Away,Away,leader_won
1516,17/04/2016,Arsenal,Crystal Palace,1,0,1,1,Home,Level,ended_in_draw
1516,17/04/2016,Bournemouth,Liverpool,0,2,1,2,Away,Away,leader_won
1516,17/04/2016,Leicester,West Ham,1,0,2,2,Home,Level,ended_in_draw
1516,18/04/2016,Stoke,Tottenham,0,1,0,4,Away,Away,leader_won
1516,19/04/2016,Newcastle,Man City,1,1,1,1,Level,Level,
1516,20/04/2016,Liverpool,Everton,2,0,4,0,Home,Home,leader_won
1516,20/04/2016,Man United,Crystal Palace,1,0,2,0,Home,Home,leader_won
1516,20/04/2016,West Ham,Watford,2,0,3,1,Home,Home,leader_won
1516,21/04/2016,Arsenal,West Brom,2,0,2,0,Home,Home,leader_won
1516,23/04/2016,Aston Villa,Southampton,1,2,2,4,Away,Away,leader_won
1516,23/04/2016,Bournemouth,Chelsea,1,2,1,4,Away,Away,leader_won
1516,23/04/2016,Liverpool,Newcastle,2,0,2,2,Home,Level,ended_in_draw
1516,23/04/2016,Man City,Stoke,2,0,4,0,Home,Home,leader_won
1516,24/04/2016,Leicester,Swansea,2,0,4,0,Home,Home,leader_won
1516,24/04/2016,Sunderland,Arsenal,0,0,0,0,Level,Level,
1516,25/04/2016,Tottenham,West Brom,1,0,1,1,Home,Level,ended_in_draw
1516,30/04/2016,Arsenal,Norwich,0,0,1,0,Level,Home,
1516,30/04/2016,Everton,Bournemouth,1,1,2,1,Level,Home,
1516,30/04/2016,Newcastle,Crystal Palace,0,0,1,0,Level,Home,
1516,30/04/2016,Stoke,Sunderland,0,0,1,1,Level,Level,
1516,30/04/2016,Watford,Aston Villa,1,1,3,2,Level,Home,
1516,30/04/2016,West Brom,West Ham,0,2,0,3,Away,Away,leader_won
1516,01/05/2016,Man United,Leicester,1,1,1,1,Level,Level,
1516,01/05/2016,Southampton,Man City,2,1,4,2,Home,Home,leader_won
1516,01/05/2016,Swansea,Liverpool,2,0,3,1,Home,Home,leader_won
1516,02/05/2016,Chelsea,Tottenham,0,2,2,2,Away,Level,ended_in_draw
1516,07/05/2016,Aston Villa,Newcastle,0,0,0,0,Level,Level,
1516,07/05/2016,Bournemouth,West Brom,0,1,1,1,Away,Level,ended_in_draw
1516,07/05/2016,Crystal Palace,Stoke,0,1,2,1,Away,Home,trailing_team_won
1516,07/05/2016,Leicester,Everton,2,0,3,1,Home,Home,leader_won
1516,07/05/2016,Norwich,Man United,0,0,0,1,Level,Away,
