season,week,game_id,team,opponent,is_home,team_score,opp_score,win,total_yards,opp_total_yards,yard_margin,turnovers,opp_turnovers,turnover_margin
2015,7,2015_07_NO_IND,IND,NO,True,21.0,27.0,False,376.0,449.0,-73.0,3,1.0,-2.0
2015,7,2015_07_NO_IND,NO,IND,False,27.0,21.0,True,449.0,376.0,73.0,1,3.0,2.0
2015,7,2015_07_NYJ_NE,NE,NYJ,True,30.0,23.0,True,353.0,372.0,-19.0,0,1.0,1.0
2015,7,2015_07_NYJ_NE,NYJ,NE,False,23.0,30.0,False,372.0,353.0,19.0,1,0.0,-1.0
2015,7,2015_07_PHI_CAR,CAR,PHI,True,27.0,16.0,True,394.0,349.0,45.0,3,1.0,-2.0
2015,7,2015_07_PHI_CAR,PHI,CAR,False,16.0,27.0,False,349.0,394.0,-45.0,1,3.0,2.0
2015,7,2015_07_PIT_KC,KC,PIT,True,23.0,13.0,True,377.0,339.0,38.0,0,3.0,3.0
2015,7,2015_07_PIT_KC,PIT,KC,False,13.0,23.0,False,339.0,377.0,-38.0,3,0.0,-3.0
2015,7,2015_07_SEA_SF,SEA,SF,False,20.0,3.0,True,388.0,142.0,246.0,2,0.0,-2.0
2015,7,2015_07_SEA_SF,SF,SEA,True,3.0,20.0,False,142.0,388.0,-246.0,0,2.0,2.0
2015,7,2015_07_TB_WAS,TB,WAS,False,30.0,31.0,False,479.0,355.0,124.0,1,1.0,0.0
2015,7,2015_07_TB_WAS,WAS,TB,True,31.0,30.0,True,355.0,479.0,-124.0,1,1.0,0.0
2015,8,2015_08_ARI_CLE,ARI,CLE,False,34.0,20.0,True,491.0,254.0,237.0,4,2.0,-2.0
2015,8,2015_08_ARI_CLE,CLE,ARI,True,20.0,34.0,False,254.0,491.0,-237.0,2,4.0,2.0
2015,8,2015_08_CIN_PIT,CIN,PIT,False,16.0,10.0,True,296.0,356.0,-60.0,2,3.0,1.0
2015,8,2015_08_CIN_PIT,PIT,CIN,True,10.0,16.0,False,356.0,296.0,60.0,3,2.0,-1.0
2015,8,2015_08_DET_KC,DET,KC,False,10.0,45.0,False,276.0,340.0,-64.0,2,0.0,-2.0
2015,8,2015_08_DET_KC,KC,DET,True,45.0,10.0,True,340.0,276.0,64.0,0,2.0,2.0
2015,8,2015_08_GB_DEN,DEN,GB,True,29.0,10.0,True,500.0,140.0,360.0,1,0.0,-1.0
2015,8,2015_08_GB_DEN,GB,DEN,False,10.0,29.0,False,140.0,500.0,-360.0,0,1.0,1.0
2015,8,2015_08_IND_CAR,CAR,IND,True,29.0,26.0,True,379.0,359.0,20.0,3,4.0,1.0
2015,8,2015_08_IND_CAR,IND,CAR,False,26.0,29.0,False,359.0,379.0,-20.0,4,3.0,-1.0
2015,8,2015_08_MIA_NE,MIA,NE,False,7.0,36.0,False,270.0,437.0,-167.0,2,0.0,-2.0
2015,8,2015_08_MIA_NE,NE,MIA,True,36.0,7.0,True,437.0,270.0,167.0,0,2.0,2.0
2015,8,2015_08_MIN_CHI,CHI,MIN,True,20.0,23.0,False,305.0,327.0,-22.0,0,1.0,1.0
2015,8,2015_08_MIN_CHI,MIN,CHI,False,23.0,20.0,True,327.0,305.0,22.0,1,0.0,-1.0
2015,8,2015_08_NYG_NO,NO,NYG,True,52.0,49.0,True,608.0,416.0,192.0,2,1.0,-1.0
2015,8,2015_08_NYG_NO,NYG,NO,False,49.0,52.0,False,416.0,608.0,-192.0,1,2.0,1.0
2015,8,2015_08_NYJ_OAK,NYJ,OAK,False,20.0,34.0,False,366.0,,,1,,
2015,8,2015_08_SD_BAL,BAL,SD,True,29.0,26.0,True,365.0,,,0,,
2015,8,2015_08_SEA_DAL,DAL,SEA,True,12.0,13.0,False,220.0,323.0,-103.0,0,1.0,1.0
2015,8,2015_08_SEA_DAL,SEA,DAL,False,13.0,12.0,True,323.0,220.0,103.0,1,0.0,-1.0
2015,8,2015_08_SF_STL,SF,STL,False,6.0,27.0,False,189.0,,,0,,
2015,8,2015_08_TB_ATL,ATL,TB,True,20.0,23.0,False,496.0,290.0,206.0,4,0.0,-4.0
2015,8,2015_08_TB_ATL,TB,ATL,False,23.0,20.0,True,290.0,496.0,-206.0,0,4.0,4.0
2015,8,2015_08_TEN_HOU,HOU,TEN,True,20.0,6.0,True,270.0,211.0,59.0,0,3.0,3.0
2015,8,2015_08_TEN_HOU,TEN,HOU,False,6.0,20.0,False,211.0,270.0,-59.0,3,0.0,-3.0
2015,9,2015_09_ATL_SF,ATL,SF,False,16.0,17.0,False,302.0,318.0,-16.0,0,2.0,2.0
2015,9,2015_09_ATL_SF,SF,ATL,True,17.0,16.0,True,318.0,302.0,16.0,2,0.0,-2.0
2015,9,2015_09_CHI_SD,CHI,SD,False,22.0,19.0,True,448.0,,,2,,
2015,9,2015_09_CLE_CIN,CIN,CLE,True,31.0,10.0,True,371.0,213.0,158.0,0,0.0,0.0
2015,9,2015_09_CLE_CIN,CLE,CIN,False,10.0,31.0,False,213.0,371.0,-158.0,0,0.0,0.0
2015,9,2015_09_DEN_IND,DEN,IND,False,24.0,27.0,False,309.0,365.0,-56.0,2,0.0,-2.0
2015,9,2015_09_DEN_IND,IND,DEN,True,27.0,24.0,True,365.0,309.0,56.0,0,2.0,2.0
2015,9,2015_09_GB_CAR,CAR,GB,True,37.0,29.0,True,427.0,404.0,23.0,1,2.0,1.0
2015,9,2015_09_GB_CAR,GB,CAR,False,29.0,37.0,False,404.0,427.0,-23.0,2,1.0,-1.0
2015,9,2015_09_JAX_NYJ,JAX,NYJ,False,23.0,28.0,False,436.0,290.0,146.0,3,1.0,-2.0
2015,9,2015_09_JAX_NYJ,NYJ,JAX,True,28.0,23.0,True,290.0,436.0,-146.0,1,3.0,2.0
2015,9,2015_09_MIA_BUF,BUF,MIA,True,33.0,17.0,True,420.0,397.0,23.0,0,1.0,1.0
2015,9,2015_09_MIA_BUF,MIA,BUF,False,17.0,33.0,False,397.0,420.0,-23.0,1,0.0,-1.0
2015,9,2015_09_NYG_TB,NYG,TB,False,32.0,18.0,True,327.0,383.0,-56.0,2,3.0,1.0
2015,9,2015_09_NYG_TB,TB,NYG,True,18.0,32.0,False,383.0,327.0,56.0,3,2.0,-1.0
2015,9,2015_09_OAK_PIT,PIT,OAK,True,38.0,35.0,True,599.0,,,1,,
2015,9,2015_09_PHI_DAL,DAL,PHI,True,27.0,33.0,False,411.0,459.0,-48.0,1,0.0,-1.0
2015,9,2015_09_PHI_DAL,PHI,DAL,False,33.0,27.0,True,459.0,411.0,48.0,0,1.0,1.0
2015,9,2015_09_STL_MIN,MIN,STL,True,21.0,18.0,True,295.0,,,1,,
